,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,genre
11291,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,1mtoA4Cd1WWvNkbzwVw68E,212607,3
11292,0.671,0.925,5,-4.518,0,0.0783,0.0152,0.0,0.289,0.449,126.109,7qyq8SS9943Am9Q0BIZS57,197209,3
11293,0.518,0.894,10,-2.823,0,0.0414,0.000975,0.000906,0.0665,0.579,173.968,5gEm9QUkC5Alv1sCDmxQi3,248752,3
11294,0.706,0.771,10,-4.246,1,0.0373,0.036,6.87e-05,0.547,0.631,135.049,0K4EaBwLsidXvGh4kNteLV,149390,3
11295,0.566,0.377,7,-7.69,1,0.0756,0.93,0.0,0.175,0.159,143.341,1JqIrhukdi3CTv8lmLqSCZ,205140,3
11296,0.681,0.723,5,-5.077,1,0.0466,0.613,0.0,0.224,0.429,123.974,07mcpJsaaMXEaTKYEmCCNG,179867,3
11297,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.824,145.062,3O50k3qEp5ZmbGJG4oMZP0,139741,3
11298,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,78obJp4OC87h3dlPENnQQH,183290,3
11299,0.816,0.637,7,-6.602,0,0.0784,0.0918,0.0,0.0892,0.783,87.584,4l9HLHdeyx5L2Sd6mLZoUX,200774,3
11300,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,1cV8dDxV6RxVhU4ZRq3jTP,139413,3
11301,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,0yLKyavra93a8ADaxBRyYN,209438,3
11302,0.686,0.362,2,-12.042,1,0.617,0.512,0.0,0.168,0.6,126.7,77KH6SD0qyuoB2934o2SZb,105600,3
11303,0.596,0.366,7,-11.144,1,0.115,0.63,7.04e-06,0.0554,0.229,84.394,4e06IWB20MOdKzPhYtI79i,193668,3
11304,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,7aUmuKlS1kNzd9XjpZJN6U,146523,3
11305,0.718,0.624,1,-6.802,0,0.13,0.227,0.0,0.31,0.373,127.916,7EG0obRNsa7CcScS6TWktJ,210676,3
11306,0.891,0.586,1,-4.289,0,0.0763,0.00321,0.000141,0.0498,0.777,120.042,0R3HgBQjVx6dSmevBoaOXM,172630,3
11307,0.655,0.719,2,-7.4,1,0.0368,0.0452,1.72e-05,0.109,0.436,124.031,2zTWRJ0f13sHV1p0WPzzMr,216107,3
11308,0.883,0.299,2,-8.382,1,0.105,0.23,7.62e-06,0.162,0.55,136.982,63cEz77j9IDxHiFlmxDZ3Y,158329,3
11309,0.899,0.811,2,-6.294,1,0.258,0.000678,0.0,0.0672,0.586,105.038,0RIRTQTr3tosOxpqnt5HMM,126446,3
11310,0.914,0.518,1,-2.317,1,0.416,0.092,0.0,0.071,0.594,129.899,2P1MtL07CLS4ZwAhpNgXjC,132923,3
11311,0.928,0.392,3,-7.537,0,0.0564,0.0376,0.0,0.108,0.449,102.016,5kd5iegV2Rekpfe0I4LdR1,177866,3
11312,0.527,0.834,1,-5.531,1,0.0447,0.00109,0.000102,0.0993,0.423,110.062,003bDYofInnpC7C3mk56Z4,198333,3
11313,0.503,0.526,10,-7.461,1,0.176,0.705,0.0,0.457,0.788,77.444,7nBEV3hGcE6WhdurZWOALP,124867,3
11314,0.889,0.397,5,-12.392,0,0.371,0.176,0.0,0.0692,0.513,110.019,0NmEjqlsp6huF8LoRZjwE6,98680,3
11315,0.574,0.583,8,-8.93,0,0.0784,0.0946,0.0,0.371,0.835,99.667,6jWDcx4zadHfqMArpSAn4B,117373,3
11316,0.459,0.608,1,-6.602,1,0.389,0.248,0.0,0.138,0.304,76.15,6TCz8P5VC9M6lo8ImlktEa,192827,3
11317,0.588,0.736,5,-7.945,1,0.279,0.0186,0.0,0.0865,0.439,153.938,5J65G5tXOcVhkQyarRPcos,155893,3
11318,0.827,0.454,3,-9.61,0,0.111,0.195,0.0,0.0891,0.572,104.99,0UteNLrrnpJOkgrIWOjVyX,133333,3
11319,0.747,0.676,1,-8.439,1,0.212,0.00136,0.0,0.157,0.356,100.047,6eCkzQKZvxuyKMqBBxq9sD,159813,3
11320,0.663,0.498,1,-9.825,0,0.0605,0.00407,1.39e-06,0.0665,0.306,130.021,1L1nhTTFn5jKIEOsNNITu5,133773,3
11321,0.661,0.699,8,-8.428,1,0.109,0.0605,9.02e-06,0.137,0.823,86.003,2Iur8wVBlIZMYuflicSHYU,100680,3
11322,0.804,0.561,10,-10.816,0,0.0891,0.122,0.0,0.0991,0.771,111.985,450ioULebZwV294kEz0aoF,144120,3
11323,0.558,0.562,7,-7.973,0,0.236,0.239,0.0,0.207,0.627,132.568,74jYZCBnptHW7r8sNbAlAu,179813,3
11324,0.66,0.585,0,-7.357,0,0.0603,0.0169,0.0,0.119,0.482,130.015,7yqyZqwjGT55U3vEzUBDsE,138067,3
11325,0.557,0.532,2,-8.33,0,0.258,0.042,0.0,0.0799,0.058,145.368,0e1g7ywT73U5ap4hmxSeeb,152453,3
11326,0.661,0.575,7,-7.19,0,0.264,0.214,0.0,0.126,0.516,82.495,3005GLHPIY5piEm7YZfiDL,118707,3
11327,0.604,0.554,1,-8.852,1,0.0566,0.0112,0.0,0.122,0.406,81.955,1ndSVnH687mfms6gyJvb9x,175867,3
11328,0.636,0.499,1,-13.23,1,0.446,0.0234,0.0,0.121,0.5,117.011,5x3cyfvEJTzbnUJu8zGtxa,119533,3
11329,0.522,0.566,7,-9.51,0,0.348,0.249,0.0,0.151,0.444,125.711,7wcf6Ydbc2qDOUjrmhHgPc,136413,3
11330,0.666,0.502,1,-10.698,1,0.335,0.0244,0.0,0.0776,0.286,96.061,2LR5dt2tUqrqdwC4SJEqyk,170720,3
11331,0.74,0.458,9,-10.375,0,0.127,0.125,0.0,0.0821,0.197,133.009,1i6k4A4E6wFW56N90EFRID,159240,3
11332,0.753,0.611,7,-6.474,0,0.0438,0.0747,0.0,0.202,0.39,138.036,3OK52dvnD05ON8a2MONziE,153627,3
11333,0.786,0.739,2,-3.34,1,0.163,0.0125,0.0,0.0857,0.376,145.998,5F6dydXRZ7EfukbfbrbZrS,184110,3
11334,0.652,0.58,6,-9.967,1,0.269,0.0686,0.0,0.377,0.435,92.206,4EzcqYiyNYW5pDalk71R7A,198133,3
11335,0.531,0.71,10,-4.123,0,0.092,0.038,0.0,0.336,0.304,129.344,41ZWQ6xczwnzsav1nlDXrJ,280961,3
11336,0.503,0.581,0,-7.912,1,0.134,0.182,0.0,0.304,0.333,84.118,3xFwQyfcotd9kpI0QEMgOd,327155,3
11337,0.672,0.701,2,-6.583,1,0.201,0.00386,0.0,0.316,0.446,133.995,0ZX3x2i2m3VYordfjMonpl,209931,3
11338,0.728,0.553,8,-7.535,1,0.194,0.00213,0.0,0.32,0.216,149.989,6J5D8qyR8P8AQkyLbhLOeQ,205479,3
11339,0.782,0.534,0,-6.342,0,0.403,0.569,0.0,0.107,0.467,76.436,6OWgSijlcbM263pcsl6Og4,192572,3
11340,0.481,0.417,4,-8.302,1,0.285,0.658,0.0,0.0857,0.222,141.391,2ccfMyN66u7PDQKDRTEiCl,225374,3
11341,0.937,0.541,4,-7.368,0,0.288,0.171,0.0,0.105,0.423,124.033,75as7OijlnyrGWEoYhhWbE,255483,3
11342,0.377,0.44,10,-6.989,1,0.0887,0.117,0.0,0.228,0.0377,173.833,4ACaGzqoBvpw3sDAFSStCj,264828,3
11343,0.76,0.717,5,-6.84,0,0.052,0.182,0.0,0.2,0.234,91.481,5zyKbiDy8ekM4P2d8gAk7o,189460,3
11344,0.674,0.476,9,-7.144,0,0.257,0.392,0.0,0.0832,0.597,110.24,2kG6YZxSEtxBfFAQ1GA0VC,225996,3
11345,0.699,0.548,1,-6.96,1,0.413,0.0517,0.0,0.403,0.114,79.452,6VqMNEsmaOv30go6OXwxmJ,270000,3
11346,0.409,0.671,11,-5.711,1,0.286,0.0203,0.0,0.109,0.15,170.701,1000ZXyzpJvYshHL7Ig3sJ,298079,3
11347,0.633,0.447,1,-6.217,1,0.481,0.0403,0.0,0.0914,0.191,160.065,6QJq5Yv7Ef35DdEnKyx7EU,209932,3
11348,0.766,0.4,6,-7.098,0,0.102,0.403,0.0,0.105,0.216,141.092,0yc2n6dncdznBRy65LBuod,61413,3
11349,0.276,0.976,10,-9.486,1,0.705,0.688,0.00395,0.569,0.207,139.158,1sQEGmtL8EgXcDPUezdhRY,44107,3
11350,0.674,0.706,1,-4.861,1,0.0575,0.00506,2.15e-06,0.177,0.381,133.935,3UCIuwGlEcSnQ0l9x1NIEu,210400,3
11351,0.473,0.798,8,-5.266,1,0.29,0.116,0.0,0.523,0.478,151.302,22ttv7h9iERFCslMf6bb8Y,239667,3
11352,0.75,0.806,1,-5.2,0,0.179,0.0198,0.0,0.656,0.586,141.012,6RjdZINF9w5grK7zkzorhv,276293,3
11353,0.739,0.612,1,-5.942,1,0.176,0.0843,0.0,0.0836,0.292,149.207,5DCczlMp6dzEanJLh8VRcd,239693,3
11354,0.691,0.643,1,-7.671,1,0.323,0.0175,0.0,0.103,0.576,141.541,36faDt0ivcO18QD7kgd3Ne,164627,3
11355,0.719,0.764,10,-3.855,0,0.0481,0.169,0.0,0.112,0.447,119.035,40g8knPdffOkotgyEYR3w5,292667,3
11356,0.722,0.651,7,-3.931,1,0.126,0.13,0.0,0.219,0.405,127.801,2YPVbcQDKmNU1ECmEbfddz,252680,3
11357,0.703,0.681,2,-6.356,1,0.133,0.00589,0.0,0.449,0.245,124.928,5fKkoBJ2b5c32ixihlLSHZ,308333,3
11358,0.408,0.706,2,-5.595,1,0.426,0.0171,0.0,0.124,0.405,62.463,3FGOXqB3dd7lO7fdcEdPtt,214160,3
11359,0.642,0.669,11,-6.21,0,0.173,0.0704,6.51e-05,0.114,0.176,85.855,3wYdrLuyV0yuCj7bQKt3Gq,247080,3
11360,0.47,0.803,1,-5.232,1,0.196,0.117,0.0,0.114,0.484,76.654,3vAZtAD7V7SSjpFwjqFiAz,385840,3
11361,0.594,0.812,6,-4.638,0,0.128,0.0515,0.0,0.602,0.337,126.011,3PDHaZb8M50c8vQ0bIH6Qr,164640,3
11362,0.596,0.856,0,-3.206,1,0.289,0.0191,0.0,0.213,0.192,81.156,2EjkbkyTO564KuhI7Eqo8o,173973,3
11363,0.734,0.826,11,-3.151,1,0.301,0.0126,0.0,0.145,0.313,149.926,6rv93pYJSTtReQIuwcCYvm,186400,3
11364,0.616,0.574,8,-10.084,0,0.214,0.35,0.00447,0.0984,0.571,162.005,3EyHHpc4ai4xEzx0Z5f8VQ,133148,3
11365,0.655,0.392,10,-16.933,0,0.27,0.0488,0.0,0.505,0.346,134.039,0dMOOQa4UMmJZvHmVypnXx,236330,3
11366,0.702,0.496,2,-7.516,1,0.0914,0.0242,5.75e-05,0.0938,0.469,156.919,7ke9dn6QL7cWVSsPrLQ49V,211615,3
11367,0.81,0.754,5,-6.138,0,0.302,0.0243,0.0,0.255,0.68,148.091,0rrVn0KMlLHtAklzUrrfoj,79360,3
11368,0.519,0.828,8,-4.172,1,0.299,0.154,0.0,0.341,0.675,138.084,7rN4EEiOQEO73tnjrrt5Tn,173213,3
11369,0.673,0.715,3,-5.239,0,0.0891,0.1,0.0,0.115,0.712,155.992,1AdXchAT6hBUm5d6y4nKjI,170853,3
11370,0.578,0.753,2,-4.256,0,0.235,0.23,0.0,0.159,0.409,149.972,2bggzz9pXyiafejwnGF3vz,182693,3
11371,0.887,0.756,1,-3.909,1,0.238,0.0805,0.0,0.337,0.574,130.168,7MNafieQviBWZ8lEtSf8nS,140973,3
11372,0.654,0.58,8,-6.764,1,0.477,0.121,0.0,0.258,0.278,131.912,5QNeckfTYKateLNPThnx0Z,120693,3
11373,0.756,0.625,2,-5.523,1,0.232,0.123,0.0,0.16,0.544,160.2,7iJKCWYipXGcWJNGC7RrUS,153840,3
11374,0.878,0.506,1,-7.33,1,0.265,0.0639,0.0,0.173,0.558,150.159,4UlDwgChQITErSxJsZgv63,124107,3
11375,0.591,0.708,10,-5.586,0,0.409,0.0398,0.0,0.184,0.318,131.589,56EmiF1Uyx8y8JqSennC2S,143587,3
11376,0.873,0.682,11,-5.869,0,0.377,0.025,0.0,0.0685,0.799,157.943,0eBOVXdnrVQ0rITgKXBAA7,151600,3
11377,0.337,0.56,9,-7.675,0,0.0472,0.139,0.0,0.382,0.206,89.132,0NiUoCpGNxlwRKyqJWackV,328907,3
11378,0.703,0.71,10,-7.198,1,0.0445,0.000823,0.000664,0.229,0.0381,99.983,1NRQH3aSAceShiZND67jOD,255787,3
11379,0.43,0.422,2,-11.352,1,0.157,0.34,8.8e-06,0.134,0.12,174.996,5M1YKsCrZgltqNeGMbdRir,297373,3
11380,0.6,0.681,7,-7.065,1,0.171,0.0351,6.15e-06,0.108,0.191,193.755,27V5IZgpULF7AzmLFxYouq,240653,3
11381,0.786,0.627,4,-8.288,0,0.161,0.0249,0.0,0.358,0.233,129.988,1SlkEdaoGMc1rEt7YNmRUy,209413,3
11382,0.549,0.742,1,-6.923,1,0.331,0.0663,0.0,0.369,0.334,82.617,0zG4M210LKXXXHOoW7DQly,253533,3
11383,0.692,0.306,0,-8.607,1,0.0975,0.619,2.39e-06,0.117,0.385,119.442,1cy91F19JaeVrkW85eeEpG,333947,3
11384,0.877,0.403,1,-9.966,1,0.255,0.134,0.000215,0.112,0.785,128.009,3xYeFW5f1Qnbz8s3xOz8ur,195053,3
11385,0.533,0.435,1,-10.526,1,0.115,0.101,2.1e-05,0.329,0.168,99.971,1DvpaFkZYr3rU2QieQabTx,290147,3
11386,0.834,0.436,0,-9.57,1,0.158,0.0273,0.0,0.564,0.239,133.911,0tLknbTxOVQxJvbCzQ2PSZ,189693,3
11387,0.555,0.468,10,-11.131,0,0.211,0.0786,0.0,0.113,0.325,93.877,3oEiWQUKwV524mYSn5bgUq,245227,3
11388,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,5ZKG94fnjiuMH5yrC5S9lS,173973,3
11389,0.711,0.44,1,-9.605,1,0.542,0.00146,1.75e-05,0.0782,0.101,129.212,0QjSXEGUUjE2TwwTUWodN1,220440,3
11390,0.733,0.478,8,-11.13,1,0.165,0.016,1.93e-05,0.284,0.308,80.011,3cRHJaacN0eW1adoCnoKIp,241413,3
11391,0.726,0.442,7,-10.087,1,0.0917,0.186,1.6e-05,0.106,0.0589,133.066,0ki1F55nVqWrU7Zuq0sryB,212947,3
11392,0.787,0.646,7,-7.792,1,0.101,0.0504,2.47e-05,0.104,0.426,117.969,4Uoc2mSkjXENcUWhSTNm2I,263360,3
11393,0.694,0.27,4,-8.75,0,0.0307,0.392,0.00379,0.0912,0.199,132.0,5THqY9CnwXQmFBM6HtDCZR,106333,3
11394,0.711,0.263,1,-14.423,0,0.086,0.0728,0.0,0.0772,0.243,79.923,6KfZLbHhQ2qwG8H5lIYqUH,238147,3
11395,0.598,0.849,0,-5.896,1,0.245,0.0606,0.0,0.359,0.108,79.969,4CWT1oRE8d8Wufkz0K1Xui,311960,3
11396,0.892,0.628,2,-7.77,1,0.0548,0.00268,0.000411,0.0463,0.62,134.961,0PVLrYwxpQQts9CvEXLcWx,267187,3
11397,0.564,0.698,10,-6.137,0,0.191,0.738,0.0,0.112,0.623,143.663,0If01QQMZW6GVmxHeI4JNh,224573,3
11398,0.68,0.855,11,-4.391,0,0.038,0.0926,7.06e-06,0.12,0.711,97.636,22BqPTXxmTKiNFLrLpBVtw,264800,3
11399,0.715,0.578,7,-6.952,0,0.0265,0.0773,4.48e-06,0.155,0.642,114.922,0cv4M2R6RZtVsrA7yiV2zO,264053,3
11400,0.637,0.351,9,-9.526,1,0.0323,0.786,0.0,0.0864,0.413,131.568,02in3oZUqfXrOpBlQMYQ2V,237133,3
11401,0.739,0.598,0,-7.593,1,0.0289,0.207,4.6e-05,0.338,0.483,99.893,43S28UbDZkjJG2mG26j7rW,252560,3
11402,0.524,0.915,2,-4.805,1,0.0477,0.00944,4.34e-05,0.3,0.739,149.508,1pFNP1xRD5r3c6yAWK0NSW,187427,3
11403,0.667,0.569,9,-6.606,1,0.0282,0.329,5.59e-06,0.124,0.467,83.99,3L0jp2d1CMKV7xdjKmjSJu,302960,3
11404,0.605,0.541,5,-6.868,1,0.0343,0.322,1.02e-06,0.119,0.472,128.017,5R8duhudTGwofPzNELJPxA,246040,3
11405,0.614,0.934,2,-4.028,1,0.0358,0.0272,0.0,0.123,0.872,126.589,1fJ68GplW3gnckGTexmd91,211067,3
11406,0.552,0.692,5,-5.55,1,0.0337,0.418,1.23e-06,0.0819,0.306,135.647,4Yk2UtEfHMJBhpDpotdFCU,253360,3
11407,0.652,0.645,0,-7.536,1,0.0471,0.235,0.00721,0.111,0.418,159.829,5b6r1WMlf5sNll0HICJZFu,306440,3
11408,0.524,0.41,2,-9.21,1,0.0255,0.671,0.0,0.14,0.279,97.548,3BxcJZFQVDcMNvW1ulWl62,299627,3
11409,0.585,0.746,7,-5.434,1,0.0284,0.202,0.0,0.12,0.29,123.566,7BGMs1JlHQuzPDUEIWuebf,282973,3
11410,0.318,0.38,9,-8.747,1,0.0302,0.658,1.01e-05,0.103,0.156,130.826,0QhoSHxSTuewGS41tmWfNN,257840,3
11411,0.621,0.929,2,-4.355,1,0.0324,0.0039,0.0,0.29,0.782,125.578,4mPb9fZ1hR0nZ0pqjREF6m,235640,3
11412,0.805,0.517,0,-7.916,0,0.34,0.00244,0.0,0.0907,0.7,150.186,2jCVW4L03pdIjx6Rb8XlEY,179235,3
11413,0.823,0.571,9,-7.536,1,0.291,0.0123,0.0,0.245,0.385,130.075,4jvw7YbJjCGgyJ9F5ujpfk,150233,3
11414,0.898,0.62,8,-7.857,1,0.176,0.00214,0.0,0.112,0.607,118.985,1JPfyammcQ0UMf5RPZvsvv,185574,3
11415,0.841,0.569,10,-8.185,1,0.285,0.186,0.0,0.333,0.214,135.891,4uYpoAbSxwS5BAsg3xpUEK,160264,3
11416,0.695,0.526,8,-7.222,1,0.216,0.0536,0.0,0.377,0.227,146.982,2guAtk15O7PNI9FBoz93YF,192702,3
11417,0.833,0.487,8,-6.603,1,0.123,0.0334,0.0,0.0952,0.139,141.069,49ptEsMSm0t3sFGeYcqUgO,164746,3
11418,0.861,0.876,6,-2.796,0,0.244,0.253,0.0,0.0793,0.5,125.125,6l4LS7KbtV9k0YVYedoEn5,192099,3
11419,0.857,0.662,9,-7.051,0,0.0636,0.000208,0.0,0.132,0.338,125.026,4DnURyVtur8no2bMKJXQ6e,220543,3
11420,0.94,0.739,11,-5.925,0,0.347,0.0879,0.0,0.404,0.458,121.998,5deiKAO6OcrUDQWqvbRhVo,212509,3
11421,0.601,0.423,2,-9.679,1,0.223,0.0711,0.0,0.386,0.187,150.005,0sxCwdQNwuthH46geMLY4J,179258,3
11422,0.937,0.514,1,-7.222,0,0.417,0.0612,0.0,0.078,0.289,128.006,6r1omrlhc4RENvyZcBNyEx,142524,3
11423,0.717,0.682,0,-6.221,1,0.301,0.155,0.0,0.191,0.608,145.112,3Ej9lJAq1tL2JIQy0QndIO,215110,3
11424,0.765,0.669,1,-6.266,0,0.339,0.0668,0.0,0.342,0.67,157.951,4GebyFCb9pP19ehrAgpXWp,164769,3
11425,0.933,0.448,5,-8.702,1,0.455,0.000562,0.0,0.354,0.177,127.976,2EnRm6jl5MSbe5zYHhx2Rj,240025,3
11426,0.876,0.707,11,-6.695,0,0.347,0.0154,0.0,0.0714,0.516,134.043,0maB2hKGfnIUcK8g9YO4gR,264127,3
11427,0.877,0.643,1,-8.281,1,0.232,0.0296,0.0,0.263,0.623,132.011,6GcNIpTuyKBu7ACTHowckx,236681,3
11428,0.802,0.486,5,-9.06,1,0.409,0.377,0.0,0.162,0.432,80.065,0obO2ewxyeWCgwLmS06m9Q,119537,3
11429,0.549,0.52,8,-9.34,1,0.549,0.0643,0.0,0.124,0.528,154.037,25oBuj8wUdzxRTi3Iw8HWQ,236574,3
11430,0.737,0.567,10,-8.43,0,0.169,0.405,0.0,0.14,0.263,129.006,3Gwz6IowVwAG7TVKPej8k8,133819,3
11431,0.822,0.676,9,-5.846,0,0.285,0.351,0.0,0.0695,0.62,124.935,3acZbIKgZUYV0W6dt4i9w3,215088,3
11432,0.797,0.713,10,-8.232,1,0.32,0.146,0.0,0.181,0.712,129.999,7iLbK0XRrAhFLjgaiyUsfh,209841,3
11433,0.742,0.647,1,-9.239,0,0.407,0.113,0.0,0.101,0.403,162.931,6tncJLuqE9n1lfbYkfErJ4,200046,3
11434,0.739,0.611,0,-7.224,0,0.232,0.36,0.0,0.198,0.659,135.062,4UApHwvug7K9OVBsfD7eeU,112589,3
11435,0.634,0.521,5,-9.12,1,0.364,0.0943,0.0,0.0864,0.311,174.193,6lu7H1MpUjC4y4nBeDusqw,166948,3
11436,0.697,0.563,1,-9.361,0,0.811,0.143,0.0,0.276,0.172,82.989,2IK3L2Ru1v5XEMkQ495cf2,184179,3
11437,0.82,0.553,1,-8.506,1,0.414,0.334,0.0,0.108,0.706,120.032,18qtDhVCvWVYXftHQ6zUaV,203816,3
11438,0.704,0.551,2,-8.455,1,0.129,0.138,0.0,0.165,0.467,150.008,3UaPX8c1rUrEqXSlKZbWvY,143570,3
11439,0.855,0.63,4,-5.596,0,0.34,0.26,0.0,0.321,0.458,140.044,2HXZ7qhBUXKRKkztZooxmT,192000,3
11440,0.818,0.716,9,-7.06,1,0.473,0.0447,1.24e-06,0.126,0.692,134.34,7LzyaPOOBfNag4AGZb19c6,195224,3
11441,0.68,0.555,0,-8.873,0,0.0777,0.234,0.0,0.435,0.515,148.022,6nVb2fTASTdJAvKaKRGYY3,162450,3
11442,0.627,0.401,4,-8.621,0,0.439,0.158,0.0,0.112,0.306,105.952,2D3bFU5doY9a1gxvRnOjyZ,132430,3
11443,0.876,0.588,9,-7.285,1,0.284,0.151,0.0,0.133,0.547,130.047,5JOkivWYbRr8tevEbifJQO,147692,3
11444,0.715,0.59,11,-8.09,0,0.123,0.483,0.0,0.238,0.601,141.121,238cECmiwYvbyJRq6O9mJa,128700,3
11445,0.715,0.689,2,-7.906,0,0.0982,0.221,0.0,0.213,0.319,148.011,0tNSX3aeEuEqmG4WlchKmx,196275,3
11446,0.714,0.46,10,-8.024,0,0.0814,0.451,0.0,0.101,0.263,152.99,52TeUgcxbJ1BJRJ5PuBMev,115202,3
11447,0.817,0.453,6,-10.056,0,0.165,0.0432,0.0,0.257,0.265,137.989,63PtnWbpcocgfDADGJmz8M,122547,3
11448,0.503,0.508,10,-11.094,0,0.52,0.486,0.0102,0.124,0.317,81.908,41yVyNb4HAPvbnFUn4qR12,273640,3
11449,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,0sBYyYkGwAsJzeXVx04Smz,310720,3
11450,0.546,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.646,77.878,2jUuNTSaOtIoid65YIHqEd,212653,3
11451,0.555,0.611,10,-9.216,0,0.356,0.286,0.00106,0.273,0.411,94.939,0wlKrJ1FBLybjLg6JGyzWb,324533,3
11452,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,2Yq3KiVGrXXbkBlvrN78Xt,386907,3
11453,0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,1sE0KN7oFW4GuiAypOyeFY,300160,3
11454,0.451,0.831,5,-8.641,0,0.307,0.0623,0.0,0.185,0.41,176.162,3pssIBkIjNPcPzmr4zkJ9G,214120,3
11455,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,1uYHWD1phIKvMbIAMrhUGp,350120,3
11456,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,6LkSOtI6UDmwYAF5I7RTqc,313787,3
11457,0.654,0.753,11,-7.556,0,0.395,0.303,8.08e-05,0.13,0.371,110.722,7lxnUYfxMKXtPWBe8THldB,723573,3
11458,0.652,0.458,1,-12.272,1,0.194,0.0282,0.0,0.664,0.174,100.046,60hxY9QihSiCOKibB8fixg,443413,3
11459,0.342,0.907,1,-4.432,0,0.415,0.0815,0.0,0.383,0.225,170.38,4LqdivDAw6wuFCigUoCOlH,248093,3
11460,0.616,0.778,1,-5.809,1,0.249,0.0499,0.0,0.204,0.145,133.785,0P0CfmTJuKsmHxzryRHtnL,278520,3
11461,0.609,0.654,5,-6.306,0,0.0302,0.0903,0.0,0.112,0.487,92.023,1rx3BcUy3YcM3JlDN4fJaA,244053,3
11462,0.56,0.742,9,-3.982,0,0.0386,0.508,0.0,0.0542,0.465,160.004,6U24DxvPE2heaHRy7zo9ar,254720,3
11463,0.724,0.684,2,-3.261,0,0.028,0.277,0.0,0.238,0.425,130.054,4TNn3KT8x8THHrEpF787b1,242973,3
11464,0.668,0.562,11,-4.738,0,0.0282,0.763,0.0,0.165,0.514,99.823,6KeM75E4XiEva3kN1g70dJ,267827,3
11465,0.634,0.663,0,-4.106,0,0.0279,0.543,0.0,0.0764,0.607,128.123,2PiKRTMFgwCPuVHok4dwTd,211000,3
11466,0.636,0.782,9,-3.842,1,0.0305,0.506,0.0,0.128,0.768,153.904,2ZNzOhAx3qHruamPWdgDp2,265160,3
11467,0.689,0.562,0,-5.177,0,0.0506,0.592,0.0,0.0677,0.738,124.071,4SP7N5GP8SrckDWzs1qOY4,203293,3
11468,0.613,0.496,7,-4.338,0,0.0287,0.765,0.0,0.137,0.393,92.555,7rfLnJ3LisIdY04WyrgVIy,185947,3
11469,0.629,0.538,11,-3.578,0,0.0321,0.708,0.0,0.104,0.394,119.947,33ShfKDOP4Y1lu7QBDQJEx,232893,3
11470,0.622,0.459,5,-6.434,0,0.029,0.612,0.0,0.153,0.475,109.919,2qD9cOqZAVcswjJ1Q7GytK,211107,3
11471,0.445,0.237,2,-9.828,0,0.0288,0.9,2.24e-05,0.114,0.338,91.438,2K8lNWeoqkh3W716UWZIZN,258560,3
11472,0.606,0.81,5,-3.946,0,0.0391,0.191,2.43e-05,0.0905,0.739,171.037,5tHNB5QLgWzejOKY77kzT9,185147,3
11473,0.731,0.475,2,-4.908,1,0.0326,0.558,0.0,0.114,0.339,110.085,4lUqxkourXGEw8JXK5qRBD,200747,3
11474,0.802,0.587,5,-5.675,0,0.0303,0.403,4.18e-06,0.0939,0.528,120.063,5aTYOvgikkQ0xyiJOFhZek,194440,3
11475,0.659,0.635,2,-5.125,0,0.0301,0.378,0.0,0.124,0.284,130.061,2BClJF3iYP80wZzGAKMjt0,228107,3
11476,0.666,0.515,2,-7.462,1,0.0263,0.583,0.000865,0.0652,0.223,100.018,2Whrjld2bWKRrP0w4TmzcE,304360,3
11477,0.738,0.551,2,-7.058,1,0.0666,0.0289,0.0,0.149,0.259,120.041,1uKqg82mrP6ydpM0bfwQqO,165612,3
11478,0.705,0.542,8,-8.395,0,0.102,0.449,0.0,0.129,0.48,139.23,1lxRvYz9dKz6uTteqsN1Cy,144933,3
11479,0.383,0.855,6,-4.832,0,0.167,0.0412,0.0,0.229,0.589,81.885,2xIsTg6P2p8McGS1WzIfCC,153813,3
11480,0.673,0.693,10,-7.447,0,0.223,0.268,1.37e-06,0.247,0.406,98.53,3wIbU62GvEHk6ok22FZPiH,124628,3
11481,0.821,0.718,2,-6.195,1,0.107,0.647,7.33e-05,0.134,0.81,96.03,6Mt4CbG3ItGJrjBOtnWhyi,130126,3
11482,0.65,0.914,10,-5.699,0,0.222,0.101,0.000164,0.0681,0.565,77.464,5trKd7OOur1MH38mpz7ENa,139663,3
