danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.899,0.491,6,-11.043,0,0.259,0.148,3.82e-06,0.411,0.826,107.706,60oU0LSMzTt4879V5ROuRv,287107,4
0.945,0.544,5,-10.199,0,0.0842,0.0548,0.000703,0.297,0.826,110.977,6PLx9KzJkG0IrLySNi2KXs,249724,4
0.739,0.93,5,-6.561,1,0.103,0.0666,1.08e-06,0.52,0.68,107.348,6JjhszG0fv2fDVZ7Hg4jZE,185600,4
0.853,0.816,8,-8.951,0,0.0755,0.111,0.000711,0.0868,0.899,119.741,69ou8kBWi9PJway6h8mgjT,263067,4
0.723,0.404,1,-9.184,1,0.23,0.653,0.0,0.116,0.796,73.983,6qjtPlWRDjxjizBEFwy7ow,280040,4
0.841,0.844,7,-6.185,0,0.0399,0.11,0.0011,0.0815,0.888,119.584,7z7D2ALJeCi6JEUTph4cTY,247213,4
0.651,0.611,6,-8.391,0,0.237,0.789,1.17e-05,0.0862,0.792,87.862,2roLbwIWK7nXAt5QHEHVYm,459933,4
0.754,0.962,7,-6.302,1,0.0749,0.0806,0.0488,0.0368,0.45,94.894,5tMti8rsgFc5wpzSLMmCt7,362600,4
0.741,0.92,5,-4.457,1,0.0516,0.182,0.122,0.0903,0.739,110.141,3f0b5xo8BjdR4Bky7041Jl,325267,4
0.584,0.868,9,-9.226,1,0.0419,0.466,0.921,0.453,0.897,102.032,6PftTIpZPCxPGwTmx09Gti,254160,4
0.695,0.841,7,-5.431,0,0.0489,0.192,0.00411,0.111,0.736,90.939,1UrjrXUq5R88upGjZC9CsB,299773,4
0.623,0.596,1,-8.979,1,0.0304,0.797,0.0608,0.149,0.63,93.886,0WaFHh7GRfRjgQdKypFGLQ,326520,4
0.889,0.655,8,-6.684,1,0.123,0.301,4.8e-06,0.097,0.968,93.253,59deZxWZ7rR3WIB4ufLRVT,167080,4
0.868,0.541,2,-10.051,1,0.053,0.105,3.76e-05,0.046,0.96,102.472,1LAwandTWvDBScylvbJYfm,328893,4
0.857,0.796,9,-6.866,0,0.0527,0.079,0.0,0.0503,0.944,132.528,3iBVtW3DImtoCJe5hQM52m,204600,4
0.506,0.753,1,-8.06,1,0.0742,0.583,0.00661,0.116,0.708,91.304,2aJw9tldtNhebjNfGoZE1b,242120,4
0.879,0.627,7,-6.345,1,0.0604,0.205,6.07e-05,0.056,0.968,110.863,6fk2wwXS7uOO21WTFHzhgh,212907,4
0.935,0.522,7,-7.145,1,0.0803,0.0231,0.00182,0.0822,0.709,124.324,0uhwE2DBVo5nnURnBHl0YO,381627,4
0.836,0.923,6,-5.401,1,0.0393,0.0466,0.158,0.621,0.934,120.686,2OnLR2J6SJ5GcLqWI2gRqg,270360,4
0.753,0.748,2,-13.935,1,0.0506,0.185,0.444,0.0702,0.766,103.801,3szlN5M9FNMOvDp5S8oC2O,235333,4
0.749,0.641,10,-10.06,0,0.0356,0.296,0.000104,0.501,0.841,101.467,56MhVbqw9nR7Zf4YVmNCAN,202707,4
