,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
174,0.548,0.912,7,-10.055,1,0.0608,0.00277,0.0,0.0554,0.838,103.465,0jmk1SxnMgOeRiEgN2y1nl,257976,4
175,0.51,0.947,2,-7.873,1,0.0777,0.028,1.1e-06,0.258,0.567,109.326,2qpbtszroNaCNZwynbfuIi,219550,4
176,0.708,0.507,2,-8.645,0,0.218,0.0315,0.0,0.0834,0.522,99.925,03tXCOYqwoilp9t0FuyI1B,322267,4
177,0.613,0.487,1,-8.791,1,0.0321,0.276,0.0,0.109,0.194,119.917,4CP9LDg1v82SJpBK84uhsv,275240,4
178,0.718,0.658,1,-7.997,1,0.0418,0.115,7.28e-05,0.107,0.717,104.796,7e7VvQLigasjQ9xJYxCNBS,217919,4
179,0.632,0.878,6,-7.593,1,0.0958,0.104,8.67e-06,0.371,0.562,91.927,1TyZHjzxi08mwGShbqS5Xv,342090,4
180,0.867,0.62,4,-10.615,0,0.267,0.178,0.0117,0.109,0.77,96.674,6SO43USYohwmk2gyAv1ZWO,253726,4
181,0.762,0.786,10,-6.803,0,0.227,0.0143,0.00922,0.111,0.535,93.866,3M8fvmaFqh4R5z1cGTbRNc,327200,4
182,0.851,0.588,10,-7.506,0,0.252,0.0156,0.0,0.0435,0.529,93.893,4ZNjK3egQFq9Hnmo5hpMhC,284361,4
183,0.849,0.913,1,-8.681,1,0.0517,0.0131,0.314,0.285,0.63,129.086,577sPgiyfvYAkGtLOelOkM,251426,4
184,0.688,0.818,7,-9.76,1,0.0438,0.0649,3.37e-05,0.329,0.7,101.874,10m7JuZlnLxKYyVrurEZPf,221507,4
185,0.422,0.931,1,-6.003,0,0.0481,0.00435,0.0,0.0568,0.917,178.053,0jkLtD9DyRxZts65LzYMcb,244353,4
186,0.717,0.839,0,-6.855,1,0.0794,0.00126,0.0,0.142,0.629,95.995,6ITXohAukBMHZIQBMwIXog,185840,4
187,0.697,0.865,7,-9.332,1,0.0295,0.089,0.000449,0.0281,0.955,108.99,1r7VkLxaf66hF5h6t6CBFt,173480,4
188,0.697,0.905,10,-8.618,0,0.0418,0.00264,0.047,0.0993,0.844,125.018,4iuUjLdlgPTEk8Uygs5LOB,246133,4
189,0.657,0.872,2,-8.429,1,0.0332,0.00521,0.00744,0.187,0.84,125.039,4DCUoCQGgKbxFMoxgXXzjY,271747,4
190,0.757,0.612,10,-9.334,0,0.058,0.385,0.0,0.0777,0.664,119.441,16UIiedleIC1A1jUa0mirc,244560,4
