,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
6594,0.441,0.965,7,-4.287,1,0.0451,0.00232,0.000332,0.381,0.551,95.964,3ZzUwe88vb0XKSFTY3Zb1g,203533,4
6595,0.36,0.922,7,-4.906,1,0.0467,0.000172,0.389,0.298,0.733,154.048,5Ly8AGCKOhSs19uV9vykwC,172040,4
6596,0.363,0.906,4,-4.06,1,0.0421,0.000316,0.0339,0.182,0.69,95.133,3pEGbu6JcBpThRpkMRlhsQ,163333,4
6597,0.309,0.85,7,-4.331,1,0.0419,0.000517,0.0868,0.285,0.711,175.99,4x24svKDSG6MAu3QXQek0O,187293,4
6598,0.498,0.836,4,-4.943,1,0.0308,0.00175,0.00183,0.378,0.712,147.968,6b4rH9jak7uMfASS3SUoMP,195907,4
6599,0.523,0.905,9,-5.17,1,0.039,0.000167,0.0578,0.0898,0.652,94.991,34Y72Hdgjcy69P8NApXwOE,196240,4
6600,0.365,0.898,7,-4.457,1,0.0365,0.011,0.000684,0.194,0.83,186.64,04vX7Iqig00Rg0l1unaSvU,222187,4
6601,0.514,0.923,5,-4.56,1,0.0368,0.0047,0.319,0.0998,0.684,102.182,1b0QAnrD34OhiyKzoRaoIQ,165627,4
6602,0.425,0.815,7,-5.072,1,0.0377,0.000458,0.00661,0.351,0.602,147.998,0smLbNU3PqudgNuZ4wEaxU,247920,4
6603,0.492,0.844,4,-5.261,1,0.0519,0.00136,2.66e-05,0.232,0.577,141.972,03OyZxiR4zYYCMKkI4eHby,193187,4
6604,0.475,0.851,2,-4.006,1,0.0291,0.0018,0.0173,0.0715,0.675,95.028,0Ft0qrlHO6dvV8qTcpltub,248787,4
6605,0.384,0.971,6,-3.7,1,0.0771,0.00166,8.8e-05,0.271,0.492,143.715,2x6pKBQBl0EJeVTtQ2J75x,219600,4
