,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
174,0.31,0.0396,8,-30.849,1,0.049,0.901,0.0,0.0921,0.069,136.855,19tBqSHJyMVrIfyGH6xUbP,447520,4
175,0.192,0.0494,5,-28.381,1,0.0539,0.979,7.76e-05,0.148,0.0372,87.591,751tSD4bsfZe5NNlT2Alwb,427906,3
176,0.169,0.0126,2,-32.352,0,0.0399,0.833,0.0,0.593,0.0396,93.504,3UUn4E8dcGReLeOoeGxVuP,132627,4
177,0.214,0.0946,5,-24.932,0,0.0688,0.964,1.69e-05,0.117,0.0562,76.608,0mZ7M5lTptKjmFadyjSodp,406520,3
178,0.197,0.2,7,-18.504,0,0.0438,0.924,0.00103,0.174,0.12,169.943,1Uums9ROL320JqcTUpWvfr,612853,4
179,0.163,0.109,2,-27.012,1,0.0541,0.895,0.00643,0.105,0.0771,84.677,2GMwLJ25dirklJNTNHdNgy,383534,4
180,0.169,0.0347,7,-31.419,1,0.0474,0.816,0.0,0.09,0.172,174.637,6VBrjx3fbrLSGf1sTJMFre,73293,3
181,0.243,0.164,10,-21.687,1,0.0879,0.954,9.74e-06,0.575,0.0784,80.806,0wXlHglnEN1Mfgwk2ekII7,482240,4
182,0.246,0.0559,1,-22.172,1,0.0414,0.939,0.000316,0.116,0.055,71.929,1dbzODN31ZOWpNcUoTA9c5,122400,4
183,0.252,0.258,7,-19.968,1,0.0395,0.862,0.0224,0.124,0.334,79.178,07xSzoM9eSHu6aphjfkBSI,128693,4
184,0.158,0.0327,3,-22.13,1,0.0378,0.987,0.109,0.693,0.0438,93.307,6Bbt044E0zHs8dRuBYEdG9,82854,3
185,0.229,0.171,7,-19.357,1,0.059,0.974,0.0,0.655,0.366,86.008,3rNXK2ZhoT9iMEn78n0STx,179520,3
186,0.34,0.186,7,-21.268,0,0.0639,0.935,0.000194,0.264,0.125,125.417,4BQP0kq03Q40a4Cf9r9Ybo,198907,4
187,0.557,0.0862,0,-23.487,1,0.0339,0.89,0.672,0.071,0.425,113.199,0ynRWDhBzKocP96cggzxbN,298573,4
