,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
3107,1617537600,2,223.64,0.77,3.98,95.84,2.65,4.69,5.85,3.52
3108,1617541200,2,223.64,0.64,3.77,90.84,2.41,5.77,7.4,3.67
3109,1617544800,2,220.3,0.48,3.81,90.12,2.3,5.5,7.58,3.04
3110,1617548400,2,220.3,0.37,4.24,89.41,2.27,5.19,7.18,3.07
3111,1617552000,2,223.64,0.18,5.66,86.55,2.53,5.04,7.16,3.71
3112,1617555600,2,230.31,0.06,7.28,82.97,3.07,4.01,6.62,4.37
3113,1617559200,1,233.65,0.0,8.23,79.39,3.34,3.24,6.07,5.0
3114,1617562800,1,233.65,0.0,8.4,75.82,3.34,2.92,5.53,5.64
3115,1617566400,1,233.65,0.0,7.97,75.82,3.07,2.77,4.95,6.14
3116,1617570000,1,230.31,0.0,7.63,75.82,2.86,2.94,4.87,6.4
3117,1617573600,1,226.97,0.0,7.03,75.82,2.62,3.5,5.33,6.4
3118,1617577200,1,226.97,0.0,6.86,77.25,2.68,3.94,5.83,6.46
3119,1617580800,1,226.97,0.0,6.68,77.25,2.59,4.55,6.5,6.59
3120,1617584400,1,226.97,0.0,6.34,77.25,2.38,4.78,6.88,6.21
3121,1617588000,1,226.97,0.0,6.17,76.53,2.68,4.98,7.49,4.94
3122,1617591600,1,230.31,0.0,7.28,74.39,3.58,7.14,10.2,3.39
3123,1617595200,2,236.99,0.0,9.0,70.81,3.87,10.44,14.23,2.72
3124,1617598800,2,253.68,0.0,11.65,67.95,3.93,12.8,17.43,3.1
3125,1617602400,2,260.35,0.0,12.85,67.95,4.11,13.77,18.56,3.86
3126,1617606000,2,253.68,0.06,12.34,72.24,4.59,13.66,16.27,3.23
3127,1617609600,2,247.0,0.18,11.82,74.39,4.71,12.96,13.76,1.81
3128,1617613200,2,247.0,0.28,11.48,72.24,4.47,12.04,12.42,1.03
3129,1617616800,1,243.66,0.45,10.88,68.67,3.93,9.78,10.1,0.78
3130,1617620400,1,233.65,0.55,8.4,70.81,3.28,6.35,6.7,0.76
3131,1617624000,1,233.65,0.59,7.11,74.39,3.13,2.02,2.39,0.83
3132,1617627600,1,230.31,0.82,5.18,77.25,2.71,1.12,1.47,1.19
3133,1617631200,2,220.3,0.8,3.73,80.11,2.41,0.73,1.07,1.57
3134,1617634800,2,216.96,0.76,3.26,80.82,2.35,0.53,0.9,1.55
3135,1617638400,2,220.3,0.62,3.51,80.11,2.41,0.5,0.94,1.6
3136,1617642000,1,226.97,0.31,4.63,77.25,2.65,0.51,1.06,1.87
3137,1617645600,1,233.65,0.03,5.4,75.82,2.89,0.59,1.29,2.34
3138,1617649200,1,236.99,0.0,5.23,76.53,2.89,0.61,1.4,2.85
3139,1617652800,1,236.99,0.0,4.93,77.96,2.77,0.63,1.47,3.29
3140,1617656400,1,236.99,0.0,4.46,78.68,2.59,0.64,1.6,3.67
3141,1617660000,1,233.65,0.0,3.73,78.68,2.44,0.64,1.74,4.02
3142,1617663600,1,233.65,0.0,3.9,77.96,2.53,0.87,2.19,4.56
3143,1617667200,1,233.65,0.0,4.03,76.53,2.44,1.15,2.62,4.81
3144,1617670800,1,233.65,0.0,4.11,75.1,2.53,1.35,2.82,4.94
3145,1617674400,1,233.65,0.0,4.33,73.67,2.77,1.52,2.91,5.7
3146,1617678000,1,236.99,0.0,4.88,70.81,3.16,1.74,3.1,6.9
3147,1617681600,1,240.33,0.0,6.0,67.95,3.7,2.09,3.45,7.66
3148,1617685200,1,247.0,0.01,9.17,63.66,4.65,2.79,4.19,8.36
3149,1617688800,1,257.02,0.38,12.17,60.08,5.42,3.42,4.85,8.61
3150,1617692400,1,260.35,1.61,11.65,60.08,5.42,3.55,4.91,7.28
3151,1617696000,1,250.34,2.07,8.65,61.51,4.53,3.22,4.56,5.89
3152,1617699600,1,236.99,1.79,6.08,64.37,3.87,2.77,4.11,5.7
3153,1617703200,1,226.97,1.05,3.77,72.96,2.98,1.75,2.68,3.42
3154,1617706800,1,223.64,0.79,3.21,77.96,2.71,1.22,1.87,2.22
3155,1617710400,2,220.3,0.69,3.17,80.11,2.71,0.97,1.45,1.81
3156,1617714000,2,220.3,0.61,3.56,81.54,2.74,0.89,1.27,1.55
3157,1617717600,2,223.64,0.48,4.37,82.97,2.74,0.86,1.19,1.44
3158,1617721200,2,226.97,0.27,5.4,82.97,2.77,0.77,1.06,1.36
3159,1617724800,2,233.65,0.15,6.86,81.54,3.1,0.77,1.14,1.6
3160,1617728400,1,243.66,0.1,8.57,78.68,3.7,0.93,1.51,2.31
3161,1617732000,1,247.0,0.01,9.94,75.1,4.29,1.14,1.98,3.1
3162,1617735600,1,250.34,0.0,10.2,72.24,4.41,1.22,2.21,3.9
3163,1617739200,1,247.0,0.0,9.43,70.81,4.05,1.22,2.25,4.37
3164,1617742800,1,240.33,0.0,7.97,70.81,3.49,1.13,2.16,4.05
3165,1617746400,1,233.65,0.0,5.91,72.96,2.92,0.97,1.95,3.2
3166,1617750000,1,230.31,0.0,5.01,73.67,2.77,0.97,1.95,2.6
3167,1617753600,1,230.31,0.0,4.58,74.39,2.68,1.01,2.0,2.15
3168,1617757200,1,230.31,0.0,4.5,73.67,2.65,1.08,2.12,1.77
3169,1617760800,1,233.65,0.0,4.8,72.24,2.74,1.27,2.37,1.58
3170,1617764400,1,233.65,0.0,5.4,70.81,3.1,1.58,2.73,1.96
3171,1617768000,1,236.99,0.0,6.34,69.38,3.79,1.95,3.15,3.14
3172,1617771600,1,247.0,0.0,8.82,67.23,4.17,2.42,3.71,2.91
3173,1617775200,1,253.68,0.28,10.28,67.23,4.47,2.62,3.99,2.88
3174,1617778800,1,247.0,0.98,8.82,71.53,4.29,2.36,3.72,2.53
3175,1617782400,1,240.33,1.31,6.86,75.82,3.93,2.26,3.64,2.69
3176,1617786000,1,233.65,1.27,5.23,79.39,3.58,2.2,3.61,3.86
3177,1617789600,2,230.31,1.02,3.86,83.69,3.16,1.8,3.04,4.37
3178,1617793200,2,226.97,0.94,3.43,86.55,2.86,1.51,2.46,3.8
3179,1617796800,2,226.97,0.95,3.47,87.26,2.77,1.51,2.21,3.23
3180,1617800400,2,226.97,0.94,3.51,87.26,2.74,1.51,1.99,2.63
3181,1617804000,2,226.97,0.91,4.11,84.4,2.89,1.5,1.87,2.19
3182,1617807600,2,230.31,0.82,5.06,81.54,3.16,1.41,1.73,1.87
3183,1617811200,1,233.65,0.54,6.68,77.25,3.46,1.3,1.62,1.93
3184,1617814800,1,236.99,0.22,8.65,71.53,3.67,1.4,1.82,2.34
3185,1617818400,1,240.33,0.02,9.34,66.52,3.61,1.5,1.98,2.63
3186,1617822000,1,240.33,0.0,9.08,60.8,3.52,1.38,1.92,2.47
3187,1617825600,1,236.99,0.0,7.8,60.08,3.19,1.52,2.23,2.22
3188,1617829200,1,230.31,0.0,6.77,65.8,2.95,1.54,2.41,1.84
3189,1617832800,1,226.97,0.0,5.44,70.1,2.74,1.5,2.55,1.66
3190,1617836400,1,226.97,0.0,4.46,72.96,2.56,1.5,2.88,1.82
3191,1617840000,1,226.97,0.0,3.73,75.1,2.35,1.44,3.11,2.01
3192,1617843600,1,226.97,0.0,3.6,75.82,2.3,1.5,3.24,1.96
3193,1617847200,1,226.97,0.0,3.68,75.82,2.35,1.58,3.27,1.76
3194,1617850800,1,230.31,0.0,3.9,75.1,2.41,1.61,3.25,1.66
3195,1617854400,1,230.31,0.0,4.28,74.39,2.56,1.57,3.01,1.5
3196,1617858000,1,236.99,0.0,5.91,73.67,2.89,1.6,3.05,1.43
3197,1617861600,1,240.33,0.07,7.2,73.67,3.04,1.6,3.2,1.47
3198,1617865200,1,236.99,0.33,6.86,75.1,3.01,1.48,3.5,1.84
3199,1617868800,1,233.65,0.56,5.36,77.96,2.8,1.3,3.58,2.31
3200,1617872400,2,226.97,0.62,3.94,80.82,2.41,1.11,3.25,2.44
3201,1617876000,2,223.64,0.69,2.96,86.55,2.12,0.96,2.67,2.22
3202,1617879600,2,223.64,0.66,2.79,90.12,2.03,0.96,2.28,2.0
3203,1617883200,2,226.97,0.65,2.91,90.84,2.24,1.05,2.13,1.95
3204,1617886800,2,226.97,0.41,3.51,90.84,2.53,1.03,1.89,1.96
3205,1617890400,2,226.97,0.31,4.24,89.41,2.89,0.98,1.75,2.19
3206,1617894000,2,230.31,0.2,5.57,87.98,3.13,1.14,1.94,2.47
3207,1617897600,2,233.65,0.1,7.11,85.12,3.1,1.16,1.96,2.72
3208,1617901200,2,240.33,0.05,8.91,80.11,3.61,1.32,2.1,3.14
3209,1617904800,1,250.34,0.01,11.14,77.25,4.47,2.07,2.84,3.74
3210,1617908400,1,260.35,0.0,13.02,75.82,4.77,3.2,3.99,4.31
3211,1617912000,1,263.69,0.0,13.88,73.67,4.89,4.26,5.14,4.81
3212,1617915600,1,267.03,0.0,15.25,71.53,5.54,5.44,6.4,4.94
3213,1617919200,1,270.37,0.0,14.74,71.53,5.48,6.59,7.69,4.88
3214,1617922800,1,267.03,0.0,13.2,71.53,4.65,6.37,7.56,5.45
3215,1617926400,1,257.02,0.0,12.0,70.81,4.35,5.36,6.45,6.14
3216,1617930000,1,257.02,0.0,12.0,69.38,4.35,5.18,6.15,6.52
3217,1617933600,1,260.35,0.0,12.34,69.38,4.41,5.8,6.74,6.84
3218,1617937200,1,267.03,0.0,13.02,68.67,4.77,6.56,7.55,6.78
3219,1617940800,1,270.37,0.0,14.05,66.52,5.25,7.27,8.33,6.52
3220,1617944400,1,280.38,0.01,17.65,65.09,6.14,8.64,9.76,6.33
3221,1617948000,2,290.39,0.43,20.05,66.52,6.74,10.2,11.36,6.33
3222,1617951600,2,283.72,1.37,18.51,71.53,6.8,10.96,12.09,6.4
3223,1617955200,2,273.71,1.98,15.77,75.1,6.68,10.66,11.74,6.46
3224,1617958800,2,260.35,2.15,12.51,79.39,6.08,10.15,11.15,6.33
3225,1617962400,2,250.34,1.68,8.91,87.98,5.01,11.63,12.56,5.13
3226,1617966000,2,247.0,1.34,7.11,95.84,4.29,12.46,13.37,4.31
3227,1617969600,2,240.33,1.19,6.34,98.71,3.99,12.14,13.01,4.05
3228,1617973200,2,236.99,0.79,6.94,97.28,4.11,11.72,12.59,4.18
3229,1617976800,2,236.99,0.52,8.4,92.98,4.29,10.85,11.75,4.43
3230,1617980400,2,240.33,0.28,9.77,91.55,4.23,10.1,11.02,4.5
3231,1617984000,1,263.69,0.32,17.31,79.39,5.01,9.99,11.01,4.81
3232,1617987600,2,313.76,0.38,31.53,58.65,7.03,11.16,12.46,5.38
3233,1617991200,2,363.83,0.1,43.53,42.2,8.7,12.58,14.19,6.08
3234,1617994800,2,420.57,0.26,56.21,25.75,9.89,14.68,16.65,6.65
3235,1617998400,2,494.0,2.07,70.6,8.94,10.73,17.54,19.91,6.52
3236,1618002000,2,527.38,5.92,73.34,1.95,9.66,19.13,21.7,5.19
3237,1618005600,2,487.33,4.75,67.17,1.88,6.74,17.79,20.22,3.64
3238,1618009200,2,407.22,1.12,52.09,7.15,4.29,14.83,17.06,2.88
3239,1618012800,2,333.79,0.25,35.3,14.66,2.98,12.78,14.95,2.53
3240,1618016400,2,287.06,0.16,24.68,18.06,2.33,12.07,14.59,2.06
3241,1618020000,2,277.04,0.3,22.96,14.48,2.18,12.26,15.28,1.68
3242,1618023600,2,277.04,0.75,23.99,8.85,2.21,12.64,15.98,1.69
3243,1618027200,2,283.72,2.1,24.33,3.98,2.41,13.02,16.09,2.03
3244,1618030800,2,313.76,8.05,23.31,0.82,3.55,14.28,16.77,2.03
3245,1618034400,2,337.12,14.98,21.25,0.56,4.11,15.44,17.33,1.85
3246,1618038000,2,277.04,2.24,21.25,14.84,3.31,11.9,12.79,1.47
3247,1618041600,1,260.35,1.69,15.77,25.75,3.19,8.8,9.45,1.5
3248,1618045200,1,250.34,1.63,11.65,33.98,2.95,6.65,7.2,1.47
3249,1618048800,1,236.99,1.08,8.23,55.79,2.59,4.65,5.13,1.25
3250,1618052400,1,233.65,0.99,7.2,62.94,2.56,3.93,4.43,1.39
3251,1618056000,1,230.31,0.96,7.03,65.09,2.59,3.81,4.37,1.71
3252,1618059600,1,230.31,0.73,6.77,70.1,2.62,3.21,3.76,1.73
3253,1618063200,1,230.31,0.55,7.2,72.24,2.74,2.76,3.29,1.82
3254,1618066800,1,230.31,0.41,8.05,71.53,2.83,2.52,3.02,2.12
3255,1618070400,1,233.65,0.23,9.77,68.67,3.13,2.66,3.2,2.53
3256,1618074000,1,243.66,0.1,12.85,62.94,4.05,3.45,4.1,3.14
3257,1618077600,1,257.02,0.01,15.08,56.51,5.07,4.63,5.34,3.29
3258,1618081200,1,257.02,0.0,13.54,56.51,4.59,5.32,5.92,2.98
3259,1618084800,1,250.34,0.0,10.54,57.94,3.37,4.97,5.46,2.44
3260,1618088400,1,243.66,0.0,8.65,57.22,2.86,4.96,5.42,2.06
3261,1618092000,1,240.33,0.0,7.11,55.79,2.71,6.29,6.73,1.62
3262,1618095600,1,236.99,0.0,6.51,54.36,2.56,8.72,9.12,1.28
3263,1618099200,2,236.99,0.0,6.0,55.79,2.53,11.71,12.03,1.08
3264,1618102800,2,236.99,0.0,5.83,56.51,2.56,14.17,14.47,1.05
3265,1618106400,2,243.66,0.0,6.17,53.64,2.77,16.38,16.74,1.09
3266,1618110000,2,250.34,0.0,6.86,50.07,3.01,18.66,19.15,1.16
3267,1618113600,3,260.35,0.0,8.14,46.49,3.28,21.4,22.14,1.28
3268,1618117200,3,283.72,0.02,12.0,42.56,4.17,23.99,25.12,1.41
3269,1618120800,4,307.08,0.25,16.45,39.34,5.13,25.03,26.47,1.5
3270,1618124400,3,320.44,1.29,17.65,39.7,5.48,24.4,26.14,1.73
3271,1618128000,3,317.1,2.65,16.28,42.2,5.78,22.54,24.41,2.25
3272,1618131600,3,313.76,3.69,14.74,45.42,6.14,20.26,22.11,3.04
3273,1618135200,2,300.41,3.86,13.2,50.78,6.44,18.0,19.99,3.96
3274,1618138800,2,283.72,2.54,12.34,59.37,6.26,15.93,18.08,5.07
3275,1618142400,2,273.71,1.54,11.31,70.1,6.14,15.1,17.25,5.89
3276,1618146000,2,267.03,0.62,10.63,82.25,5.84,14.53,16.34,5.89
3277,1618149600,2,270.37,0.63,11.82,90.12,6.02,11.84,13.16,5.38
3278,1618153200,2,267.03,0.72,13.2,87.98,5.78,8.45,9.4,4.88
3279,1618156800,2,260.35,0.5,13.71,83.69,5.19,6.57,7.24,3.99
3280,1618160400,1,257.02,0.16,13.71,78.68,4.71,5.39,5.92,3.01
3281,1618164000,1,250.34,0.01,11.48,68.67,3.61,5.05,5.49,2.19
3282,1618167600,1,240.33,0.0,10.2,55.08,3.22,3.73,4.3,1.6
3283,1618171200,1,243.66,0.01,10.45,43.27,2.62,2.52,3.1,1.33
3284,1618174800,1,226.97,0.0,6.86,56.51,1.74,1.34,1.79,1.19
3285,1618178400,1,220.3,0.0,4.58,68.67,1.36,1.41,1.73,1.05
3286,1618182000,1,223.64,0.0,4.24,73.67,1.49,1.6,1.89,1.03
3287,1618185600,1,226.97,0.0,4.54,74.39,1.71,2.45,2.79,1.14
3288,1618189200,1,230.31,0.0,4.71,73.67,1.88,3.03,3.43,1.16
3289,1618192800,1,230.31,0.0,4.67,73.67,1.94,2.9,3.32,1.05
3290,1618196400,1,230.31,0.0,4.67,72.96,1.97,2.62,3.03,0.91
3291,1618200000,1,230.31,0.0,5.01,71.53,2.06,2.41,2.88,0.9
3292,1618203600,1,236.99,0.0,7.2,68.67,2.56,2.66,3.34,1.06
3293,1618207200,1,243.66,0.03,9.6,67.23,3.04,2.9,3.79,1.24
3294,1618210800,1,247.0,0.22,10.37,69.38,3.34,2.84,3.88,1.36
3295,1618214400,1,240.33,0.49,9.08,71.53,3.34,2.53,3.62,1.58
3296,1618218000,1,236.99,0.72,7.37,73.67,3.1,2.22,3.31,1.95
3297,1618221600,1,233.65,0.76,6.26,76.53,2.92,1.86,2.95,2.28
3298,1618225200,2,230.31,0.7,5.4,80.82,2.68,1.41,2.38,2.25
3299,1618228800,2,226.97,0.64,4.97,82.97,2.56,1.27,2.21,2.31
3300,1618232400,2,226.97,0.71,4.33,85.12,2.44,1.3,2.2,2.31
3301,1618236000,2,226.97,0.62,4.46,87.26,2.47,1.16,1.97,2.25
3302,1618239600,2,226.97,0.55,5.31,86.55,2.71,0.98,1.7,2.28
3303,1618243200,1,263.69,1.23,16.28,68.67,4.53,1.78,2.69,2.88
3304,1618246800,1,340.46,1.63,37.36,38.62,7.45,4.25,5.66,4.05
3305,1618250400,2,420.57,1.66,56.21,16.27,9.78,7.38,9.28,5.13
3306,1618254000,2,473.98,2.57,63.75,8.05,10.37,9.84,12.06,5.32
3307,1618257600,2,460.63,1.55,60.32,11.44,9.3,9.6,11.84,4.94
3308,1618261200,2,393.87,0.28,45.93,24.32,6.91,7.2,9.32,4.62
3309,1618264800,1,320.44,0.02,27.76,39.7,4.53,4.7,6.7,4.12
3310,1618268400,1,280.38,0.01,18.34,47.21,3.46,3.64,5.64,2.88
3311,1618272000,1,263.69,0.0,14.05,50.07,3.28,3.33,5.58,2.38
3312,1618275600,1,253.68,0.0,11.65,53.64,3.43,3.19,5.89,2.22
3313,1618279200,1,253.68,0.0,11.14,55.08,3.34,3.29,6.11,1.76
3314,1618282800,1,257.02,0.0,11.31,55.79,3.93,3.67,6.45,2.22
3315,1618286400,1,260.35,0.0,12.68,55.08,4.17,4.15,6.88,2.12
3316,1618290000,1,280.38,0.08,17.82,50.07,4.65,5.09,7.84,1.71
3317,1618293600,1,297.07,1.77,20.05,48.64,5.31,6.34,8.99,1.93
3318,1618297200,1,287.06,1.36,18.85,50.78,5.36,7.16,9.54,2.5
3319,1618300800,1,277.04,2.43,15.25,52.93,5.25,7.25,9.61,3.33
3320,1618304400,1,263.69,2.65,11.14,56.51,4.95,6.68,9.13,4.12
3321,1618308000,1,236.99,0.98,6.17,70.81,3.43,3.51,4.91,2.6
3322,1618311600,1,226.97,0.59,4.5,76.53,2.77,1.78,2.55,1.87
3323,1618315200,1,223.64,0.47,4.03,76.53,2.44,1.0,1.56,1.62
3324,1618318800,1,223.64,0.47,3.64,79.39,2.24,0.72,1.19,1.5
3325,1618322400,2,223.64,0.41,3.77,84.4,2.18,0.73,1.19,1.58
3326,1618326000,2,223.64,0.36,4.37,90.12,2.3,0.8,1.24,1.68
3327,1618329600,2,236.99,0.44,9.6,87.98,3.34,1.36,1.98,2.15
3328,1618333200,1,263.69,0.34,17.31,77.25,4.65,2.4,3.35,3.1
3329,1618336800,1,283.72,0.06,22.28,68.67,5.42,3.3,4.51,4.05
3330,1618340400,1,290.39,0.0,23.65,64.37,5.42,3.67,5.08,4.88
3331,1618344000,1,280.38,0.0,20.91,64.37,4.83,3.44,4.93,5.38
3332,1618347600,1,260.35,0.0,16.28,67.95,3.73,2.8,4.21,5.07
3333,1618351200,1,240.33,0.0,11.31,72.96,2.62,2.15,3.44,4.24
3334,1618354800,1,233.65,0.0,8.82,74.39,2.18,2.07,3.52,3.45
3335,1618358400,1,230.31,0.0,7.63,74.39,2.03,2.36,4.08,2.76
3336,1618362000,1,230.31,0.0,6.68,75.82,1.91,2.77,4.75,2.31
3337,1618365600,1,233.65,0.0,6.68,75.1,1.89,3.31,5.48,1.95
3338,1618369200,1,233.65,0.0,6.94,74.39,1.94,3.91,6.22,1.71
3339,1618372800,1,236.99,0.0,7.63,72.96,2.09,4.48,6.84,1.66
3340,1618376400,1,247.0,0.02,10.97,68.67,2.77,5.28,7.66,1.92
3341,1618380000,1,257.02,0.56,13.71,66.52,3.37,5.79,8.2,2.31
3342,1618383600,1,257.02,0.89,13.71,66.52,3.67,5.25,7.4,2.34
3343,1618387200,1,247.0,1.03,11.14,70.1,3.58,4.21,5.98,2.5
3344,1618390800,1,236.99,0.91,8.4,73.67,3.13,3.27,4.67,2.63
3345,1618394400,2,223.64,0.57,5.06,85.83,2.27,1.79,2.6,1.84
3346,1618398000,2,223.64,0.56,3.9,92.98,2.0,1.08,1.63,1.41
3347,1618401600,2,220.3,0.57,3.51,94.41,1.91,0.93,1.42,1.38
3348,1618405200,2,220.3,0.56,3.34,97.28,1.89,1.03,1.52,1.44
3349,1618408800,2,220.3,0.46,3.6,97.28,1.88,1.0,1.48,1.6
3350,1618412400,2,220.3,0.34,4.11,97.28,1.82,0.93,1.38,1.79
3351,1618416000,2,240.33,0.5,10.63,83.69,2.83,1.55,2.17,2.69
3352,1618419600,1,270.37,0.35,18.68,65.09,4.11,2.53,3.46,4.31
3353,1618423200,1,293.73,0.08,23.99,52.21,4.95,3.25,4.37,5.7
3354,1618426800,1,300.41,0.02,24.33,49.35,4.77,3.43,4.54,6.46
3355,1618430400,1,297.07,0.01,22.96,51.5,4.29,3.58,4.72,5.57
3356,1618434000,1,290.39,0.01,20.39,55.08,3.46,3.71,4.88,3.77
3357,1618437600,1,270.37,0.0,15.08,61.51,2.3,3.65,4.76,2.31
3358,1618441200,1,257.02,0.0,11.65,63.66,1.85,4.06,5.17,1.73
3359,1618444800,1,253.68,0.0,10.28,62.94,2.24,4.86,6.02,3.01
3360,1618448400,1,253.68,0.0,9.85,59.37,2.59,5.56,6.8,5.45
3361,1618452000,1,253.68,0.0,9.68,56.51,1.97,6.19,7.53,2.98
3362,1618455600,1,253.68,0.0,9.43,56.51,1.89,7.02,8.4,1.71
3363,1618459200,1,253.68,0.0,9.43,57.94,2.12,8.07,9.43,1.63
3364,1618462800,1,267.03,0.02,13.71,54.36,2.83,9.06,10.47,1.79
3365,1618466400,1,277.04,0.32,16.62,53.64,3.31,8.82,10.24,2.03
3366,1618470000,1,257.02,0.73,11.82,65.8,2.86,5.75,6.76,2.12
3367,1618473600,1,240.33,0.99,7.97,75.1,2.5,3.3,4.02,2.66
3368,1618477200,2,230.31,0.96,5.31,82.97,2.06,1.88,2.42,3.04
3369,1618480800,2,220.3,0.49,3.38,92.98,1.42,0.79,1.1,2.09
3370,1618484400,2,216.96,0.35,2.46,98.71,1.13,0.5,0.72,1.44
3371,1618488000,2,216.96,0.31,2.25,98.71,1.12,0.5,0.73,1.24
3372,1618491600,2,220.3,0.3,2.42,98.71,1.3,0.53,0.84,1.22
3373,1618495200,2,220.3,0.27,2.87,97.28,1.43,0.69,1.07,1.33
3374,1618498800,2,223.64,0.23,3.56,95.84,1.49,0.73,1.1,1.46
3375,1618502400,2,223.64,0.15,4.16,94.41,1.49,0.79,1.12,1.52
3376,1618506000,2,226.97,0.06,4.8,92.98,1.58,0.75,1.05,1.58
3377,1618509600,2,226.97,0.01,5.14,91.55,1.67,0.8,1.09,1.6
3378,1618513200,2,230.31,0.0,5.01,91.55,1.65,0.87,1.15,1.41
3379,1618516800,2,230.31,0.0,4.93,91.55,1.64,1.06,1.34,1.12
3380,1618520400,2,223.64,0.0,4.37,92.98,1.49,1.28,1.56,0.93
3381,1618524000,2,216.96,0.0,3.34,92.98,1.25,1.34,1.59,0.86
3382,1618527600,2,213.62,0.0,2.87,91.55,1.18,1.2,1.46,0.9
3383,1618531200,2,211.95,0.0,2.59,91.55,1.12,1.11,1.4,0.99
3384,1618534800,2,211.95,0.0,2.57,90.84,1.13,1.19,1.54,1.12
3385,1618538400,2,213.62,0.0,2.68,90.84,1.19,1.44,1.86,1.24
3386,1618542000,2,216.96,0.0,2.91,90.12,1.28,1.66,2.12,1.28
3387,1618545600,2,216.96,0.0,3.43,88.69,1.43,1.94,2.48,1.35
3388,1618549200,2,223.64,0.0,5.48,85.83,1.86,2.35,2.96,1.38
3389,1618552800,2,230.31,0.04,7.54,82.25,2.18,2.6,3.27,1.41
3390,1618556400,2,230.31,0.18,7.88,80.11,2.27,2.43,3.11,1.54
3391,1618560000,2,226.97,0.36,6.6,80.11,2.15,2.0,2.65,1.81
3392,1618563600,1,223.64,0.52,5.23,79.39,1.94,1.59,2.21,2.06
3393,1618567200,2,220.3,0.69,3.86,81.54,1.73,1.26,1.79,2.03
3394,1618570800,2,220.3,0.59,3.3,85.83,1.57,1.0,1.47,1.96
3395,1618574400,2,216.96,0.5,2.96,89.41,1.46,0.99,1.44,1.93
3396,1618578000,2,216.96,0.43,2.83,91.55,1.43,1.12,1.59,1.93
3397,1618581600,2,216.96,0.36,3.17,91.55,1.46,1.27,1.76,2.01
3398,1618585200,2,216.96,0.28,3.77,91.55,1.51,1.34,1.84,2.12
3399,1618588800,2,220.3,0.13,5.1,89.41,1.73,1.59,2.17,2.34
3400,1618592400,2,226.97,0.05,6.77,85.83,2.18,2.35,3.06,2.66
3401,1618596000,2,233.65,0.01,8.05,82.25,2.56,3.32,4.18,2.91
3402,1618599600,2,236.99,0.0,8.4,80.82,2.62,3.79,4.75,3.14
3403,1618603200,1,236.99,0.0,8.57,77.96,2.65,3.99,5.0,3.33
3404,1618606800,1,236.99,0.0,8.14,75.1,2.44,4.12,5.17,3.64
3405,1618610400,1,230.31,0.0,6.94,74.39,2.12,4.14,5.04,3.45
3406,1618614000,1,226.97,0.0,5.83,73.67,1.8,4.11,4.84,3.1
3407,1618617600,1,226.97,0.0,5.44,71.53,1.65,4.22,4.85,2.98
3408,1618621200,1,226.97,0.0,5.57,67.23,1.61,4.78,5.46,3.23
3409,1618624800,1,226.97,0.0,6.08,63.66,1.61,5.95,6.75,3.64
3410,1618628400,1,230.31,0.0,6.43,62.23,1.65,6.7,7.57,3.86
3411,1618632000,1,230.31,0.0,6.68,63.66,1.74,6.22,7.1,3.83
3412,1618635600,1,233.65,0.0,8.57,65.09,2.27,5.4,6.26,3.42
3413,1618639200,1,236.99,0.06,10.28,65.8,2.68,5.09,5.99,2.95
3414,1618642800,1,233.65,0.28,9.77,67.95,2.68,5.11,5.99,2.53
3415,1618646400,1,230.31,0.65,8.31,68.67,2.59,5.2,6.1,2.44
3416,1618650000,1,226.97,0.89,6.6,69.38,2.47,5.41,6.34,2.38
3417,1618653600,1,226.97,0.75,5.4,72.96,2.5,5.7,6.55,2.12
3418,1618657200,1,226.97,0.57,4.88,75.82,2.53,5.85,6.61,2.12
3419,1618660800,1,230.31,0.42,4.8,77.25,2.62,5.68,6.4,2.22
3420,1618664400,1,233.65,0.34,4.88,77.25,2.68,5.15,5.85,2.31
3421,1618668000,1,233.65,0.26,5.31,75.82,2.62,4.56,5.24,2.38
3422,1618671600,1,233.65,0.19,5.83,73.67,2.38,3.67,4.31,2.47
3423,1618675200,1,236.99,0.25,7.2,70.81,2.47,3.25,3.91,2.72
3424,1618678800,1,243.66,0.26,8.91,66.52,2.68,3.85,4.61,3.07
3425,1618682400,1,247.0,0.06,9.94,62.94,2.71,4.48,5.35,3.39
3426,1618686000,1,243.66,0.0,9.43,60.8,2.44,5.12,6.04,3.23
3427,1618689600,1,247.0,0.0,9.25,57.22,2.24,6.02,7.02,2.5
3428,1618693200,1,243.66,0.0,8.65,53.64,1.89,6.82,7.85,1.85
3429,1618696800,1,240.33,0.0,7.28,51.5,1.52,7.08,8.03,1.52
3430,1618700400,1,236.99,0.0,6.77,49.35,1.48,7.17,8.03,1.46
3431,1618704000,1,236.99,0.0,6.6,47.21,1.54,7.44,8.26,1.5
3432,1618707600,1,236.99,0.0,6.77,43.99,1.61,7.85,8.64,1.58
3433,1618711200,1,236.99,0.01,6.94,41.49,1.71,8.21,9.04,1.65
3434,1618714800,1,240.33,0.01,7.2,39.34,1.89,8.62,9.51,1.68
3435,1618718400,1,243.66,0.01,7.88,37.19,2.18,9.03,9.93,1.68
3436,1618722000,1,257.02,0.06,11.48,32.19,3.01,9.77,10.66,1.62
3437,1618725600,2,273.71,0.31,15.77,26.82,3.93,10.63,11.54,1.57
3438,1618729200,2,280.38,0.87,16.97,24.32,4.53,11.16,11.98,1.43
