,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1922,1613271600,2,310.42,0.05,19.88,40.41,4.83,11.1,12.55,29.13
1923,1613275200,2,310.42,0.04,19.02,40.41,5.01,12.03,13.72,31.67
1924,1613278800,2,323.77,0.1,22.28,34.69,5.96,13.67,15.6,34.45
1925,1613282400,2,377.18,0.82,34.96,20.56,8.94,17.41,19.6,38.51
1926,1613286000,3,447.27,4.41,47.98,6.35,12.52,21.84,24.3,42.56
1927,1613289600,3,480.65,10.84,48.67,5.99,14.42,24.56,27.45,44.08
1928,1613293200,3,467.3,13.3,43.18,14.31,14.78,24.4,27.7,42.56
1929,1613296800,3,440.6,13.64,34.96,27.54,14.9,22.81,25.85,36.48
1930,1613300400,3,460.63,19.22,32.22,33.26,16.93,24.18,27.42,33.95
1931,1613304000,4,487.33,23.25,31.53,36.48,18.12,26.27,29.89,32.17
1932,1613307600,4,514.03,26.38,34.62,35.41,19.07,28.62,32.76,30.15
1933,1613311200,4,574.11,30.85,43.53,28.97,21.46,31.73,36.52,28.12
1934,1613314800,4,647.54,35.32,58.26,17.7,25.03,34.42,39.56,26.6
1935,1613318400,4,727.65,40.23,75.4,4.69,27.9,36.94,42.31,26.6
1936,1613322000,4,807.76,48.28,85.68,0.03,29.33,39.76,45.07,27.11
1937,1613325600,4,881.2,56.77,91.85,0.0,30.99,42.66,47.68,27.87
1938,1613329200,4,961.3,64.37,93.22,0.0,32.9,45.9,50.62,28.63
1939,1613332800,4,1041.41,72.42,94.59,0.0,34.81,49.13,53.68,29.13
1940,1613336400,5,1094.82,78.68,94.59,0.0,35.76,52.01,56.61,31.16
1941,1613340000,5,1081.47,77.78,90.48,0.0,32.9,50.76,55.36,34.96
1942,1613343600,4,921.25,59.01,83.63,0.0,24.8,42.34,46.59,37.49
1943,1613347200,4,761.03,38.89,76.08,0.0,19.07,33.7,37.66,38.0
1944,1613350800,4,634.19,22.8,69.92,0.1,16.69,27.63,31.13,35.47
1945,1613354400,3,567.44,13.3,65.12,0.53,15.5,24.88,28.0,33.44
1946,1613358000,3,534.06,8.38,61.01,1.63,14.42,23.96,26.84,32.42
1947,1613361600,3,514.03,4.69,57.58,4.25,13.47,22.71,25.36,30.65
1948,1613365200,3,494.0,3.19,55.52,7.15,13.59,21.79,24.21,27.87
1949,1613368800,3,554.09,7.82,63.06,3.35,18.12,24.69,27.16,26.6
1950,1613372400,4,634.19,15.87,72.66,0.87,22.65,28.31,30.93,25.84
1951,1613376000,4,700.95,28.39,76.08,4.34,25.75,30.51,33.39,24.83
1952,1613379600,4,707.63,36.66,67.17,14.31,26.7,28.76,31.88,22.8
1953,1613383200,3,627.52,32.63,54.84,25.03,26.7,23.24,26.44,20.01
1954,1613386800,2,540.73,25.93,45.24,33.62,26.46,19.02,22.2,18.49
1955,1613390400,2,473.98,19.89,39.07,39.34,23.6,16.06,19.03,16.47
1956,1613394000,2,423.91,11.85,39.07,37.91,20.74,13.44,16.15,13.68
1957,1613397600,2,390.53,7.6,39.76,36.84,20.5,12.08,14.58,12.03
1958,1613401200,2,377.18,3.69,43.53,33.98,19.79,11.83,14.1,10.77
1959,1613404800,2,373.84,0.66,43.87,35.76,17.17,10.9,12.61,7.73
1960,1613408400,2,367.17,0.07,40.1,39.7,15.14,9.56,10.83,5.57
1961,1613412000,1,370.5,0.05,38.04,41.49,15.74,9.26,10.39,5.26
1962,1613415600,1,370.5,0.04,36.67,43.27,16.21,9.04,9.97,4.75
1963,1613419200,1,353.81,0.03,33.24,47.21,15.02,8.09,8.79,3.77
1964,1613422800,1,337.12,0.02,29.13,51.5,13.59,7.11,7.68,3.07
1965,1613426400,1,320.44,0.01,25.36,55.79,11.8,6.36,6.86,2.69
1966,1613430000,1,307.08,0.0,21.25,58.65,9.89,5.78,6.21,2.5
1967,1613433600,1,297.07,0.0,18.68,60.08,8.82,5.68,6.09,2.5
1968,1613437200,1,307.08,0.01,19.54,56.51,8.94,6.38,6.86,2.85
1969,1613440800,1,327.11,0.01,23.65,49.35,9.78,7.51,8.15,3.42
1970,1613444400,1,353.81,0.02,30.16,41.13,10.25,8.94,9.75,3.26
1971,1613448000,2,360.49,0.03,31.87,37.55,8.82,10.48,11.41,2.47
1972,1613451600,2,350.48,0.04,28.1,37.19,5.96,12.35,13.36,1.22
1973,1613455200,2,377.18,0.22,32.9,27.9,6.68,16.22,17.69,1.27
1974,1613458800,3,410.56,0.87,40.78,16.81,7.99,20.15,22.28,1.44
1975,1613462400,3,447.27,3.07,48.67,6.62,9.3,22.96,25.36,1.5
1976,1613466000,3,473.98,6.48,50.04,2.64,10.25,24.49,26.98,1.54
1977,1613469600,4,487.33,10.06,48.67,2.66,10.97,25.05,27.43,1.54
1978,1613473200,4,494.0,13.19,47.3,3.8,11.44,25.06,27.25,1.57
1979,1613476800,3,500.68,16.54,46.61,5.36,12.04,24.87,26.99,1.66
1980,1613480400,3,507.36,19.22,45.24,7.06,12.28,24.88,27.02,1.74
1981,1613484000,3,507.36,19.89,46.61,5.99,12.16,24.5,26.75,1.77
1982,1613487600,3,520.71,19.45,50.72,3.13,11.92,24.02,26.43,1.84
1983,1613491200,3,534.06,20.12,54.84,0.84,11.44,23.84,26.4,1.88
1984,1613494800,3,540.73,20.12,58.26,0.07,11.09,23.62,26.26,1.88
1985,1613498400,3,540.73,18.55,58.26,0.08,11.09,23.22,25.89,1.88
1986,1613502000,3,527.38,16.99,56.21,0.1,10.85,22.77,25.46,1.9
1987,1613505600,3,520.71,15.42,54.15,0.13,10.49,22.63,25.4,1.81
1988,1613509200,3,514.03,13.75,52.78,0.18,10.13,22.94,25.77,1.71
1989,1613512800,3,487.33,10.06,51.41,0.46,8.94,22.4,25.14,1.58
1990,1613516400,2,423.91,3.58,46.61,2.86,6.62,19.91,22.35,1.35
1991,1613520000,2,373.84,0.73,39.41,9.92,5.25,17.49,19.6,1.17
1992,1613523600,2,353.81,0.25,34.27,16.81,4.71,16.03,17.8,1.0
1993,1613527200,2,343.8,0.14,31.19,21.99,4.41,14.98,16.49,0.89
1994,1613530800,2,337.12,0.08,28.1,27.54,4.29,14.07,15.41,0.85
1995,1613534400,2,323.77,0.05,24.33,32.54,4.17,13.61,14.69,0.78
1996,1613538000,2,307.08,0.04,20.39,36.48,4.05,12.96,13.76,0.71
1997,1613541600,2,313.76,0.1,22.96,32.19,4.95,11.71,12.39,0.78
1998,1613545200,1,310.42,0.12,22.62,30.4,4.95,9.73,10.45,0.85
1999,1613548800,1,313.76,0.35,22.96,29.33,5.13,8.73,9.66,0.95
2000,1613552400,1,310.42,0.7,21.76,29.68,5.25,8.31,9.47,1.06
2001,1613556000,1,307.08,1.02,20.05,30.4,5.19,7.93,9.16,1.14
2002,1613559600,1,297.07,0.96,18.68,32.19,5.01,7.08,8.31,1.17
2003,1613563200,1,287.06,0.73,17.31,35.41,4.65,6.46,7.68,1.22
2004,1613566800,1,277.04,0.59,16.28,38.62,4.41,6.4,7.79,1.35
2005,1613570400,1,270.37,0.52,15.42,42.56,4.35,6.47,8.09,1.44
2006,1613574000,1,263.69,0.31,14.74,45.78,4.11,6.17,7.94,1.47
2007,1613577600,1,267.03,0.11,16.11,44.7,4.17,5.92,7.88,1.46
2008,1613581200,1,280.38,0.05,19.88,37.55,4.65,6.45,8.83,1.5
2009,1613584800,1,297.07,0.13,23.99,30.4,5.36,7.64,10.5,1.52
2010,1613588400,1,333.79,0.46,31.19,21.1,6.44,9.77,12.94,1.44
2011,1613592000,2,370.5,1.26,38.39,11.8,7.15,11.97,15.13,1.28
2012,1613595600,2,400.54,2.79,42.84,5.81,7.57,13.8,16.76,1.2
2013,1613599200,2,420.57,4.19,45.24,2.84,7.45,14.88,17.53,1.09
2014,1613602800,2,407.22,2.91,44.55,2.95,6.02,14.64,16.93,0.91
2015,1613606400,2,387.19,1.77,41.81,4.34,5.13,13.88,15.99,0.82
2016,1613610000,2,373.84,1.34,39.07,5.45,4.89,13.27,15.33,0.8
2017,1613613600,2,363.83,1.15,36.67,6.26,4.77,12.67,14.64,0.78
2018,1613617200,2,360.49,1.15,34.96,6.35,4.77,12.21,14.1,0.79
2019,1613620800,2,363.83,1.45,34.96,5.28,4.95,12.03,13.89,0.82
2020,1613624400,2,390.53,3.44,37.36,2.39,5.6,12.61,14.57,0.89
2021,1613628000,2,480.65,15.65,41.47,0.17,8.46,15.9,18.23,1.17
2022,1613631600,3,614.17,36.66,47.3,0.05,11.92,21.49,24.32,1.52
2023,1613635200,4,707.63,53.2,49.35,0.94,14.19,25.25,28.52,1.74
2024,1613638800,4,707.63,59.01,43.87,2.91,15.5,25.94,29.51,1.92
2025,1613642400,3,614.17,48.28,35.3,8.67,15.74,23.01,26.61,2.0
2026,1613646000,3,547.41,39.79,31.19,11.98,15.02,21.24,24.89,1.87
2027,1613649600,2,473.98,29.5,28.45,15.56,14.19,18.95,22.42,1.85
2028,1613653200,2,383.85,15.42,28.45,26.11,13.11,14.97,17.85,1.68
2029,1613656800,2,340.46,8.83,26.39,31.11,11.09,12.31,14.69,1.73
2030,1613660400,2,310.42,3.24,25.36,34.69,8.94,10.02,11.9,1.68
2031,1613664000,1,297.07,0.54,24.68,37.19,7.15,8.42,9.94,1.69
2032,1613667600,1,300.41,0.05,25.36,38.27,6.44,8.19,9.69,1.63
2033,1613671200,2,310.42,0.06,29.13,35.05,8.58,10.33,12.09,1.46
2034,1613674800,2,323.77,0.12,31.87,29.68,9.54,14.12,16.04,1.28
2035,1613678400,2,333.79,0.15,30.5,26.46,7.87,15.72,17.91,1.12
2036,1613682000,2,353.81,0.21,31.87,23.25,7.45,18.18,20.97,0.99
2037,1613685600,3,363.83,0.19,32.9,21.46,6.86,20.86,23.9,0.93
2038,1613689200,3,347.14,0.08,27.42,23.96,5.54,20.2,22.97,0.97
2039,1613692800,2,337.12,0.05,23.31,24.68,5.13,18.62,21.08,1.19
2040,1613696400,2,337.12,0.04,22.62,26.11,5.36,16.6,18.33,1.27
2041,1613700000,2,330.45,0.02,22.28,31.83,5.66,12.75,13.59,1.09
2042,1613703600,1,300.41,0.01,17.82,41.84,4.95,7.48,7.9,0.91
2043,1613707200,1,273.71,0.0,13.02,49.35,3.99,5.88,6.17,0.77
2044,1613710800,1,280.38,0.01,13.02,47.21,3.93,9.55,9.88,0.71
2045,1613714400,2,310.42,0.05,18.85,36.48,5.01,11.64,12.12,0.74
2046,1613718000,2,330.45,0.26,25.36,24.32,5.78,13.7,14.44,0.89
2047,1613721600,2,323.77,1.55,23.99,23.96,5.66,14.55,15.48,1.03
2048,1613725200,2,300.41,3.19,17.48,32.9,5.25,13.33,14.42,1.19
2049,1613728800,2,273.71,2.96,12.85,45.78,4.71,10.94,12.21,1.27
2050,1613732400,1,263.69,2.32,12.17,55.08,4.71,9.64,11.23,1.49
2051,1613736000,1,260.35,1.9,12.85,58.65,4.77,9.27,11.3,1.85
2052,1613739600,1,263.69,1.98,14.05,59.37,5.25,8.94,11.37,2.19
2053,1613743200,1,273.71,2.18,16.79,57.94,6.14,8.66,11.37,2.53
2054,1613746800,1,287.06,1.84,20.91,54.36,7.03,8.69,11.6,2.91
2055,1613750400,2,383.85,3.74,45.93,23.25,9.18,11.67,14.95,3.39
2056,1613754000,2,574.11,22.8,67.17,0.44,11.68,18.59,22.43,2.82
2057,1613757600,4,787.74,52.75,78.14,0.0,14.54,27.64,32.08,2.25
2058,1613761200,4,988.01,76.0,87.74,0.0,16.21,36.09,41.02,2.28
2059,1613764800,4,1041.41,80.47,87.74,0.0,15.02,38.4,43.37,2.06
2060,1613768400,4,1001.36,74.21,82.94,0.0,13.59,36.92,41.63,1.87
2061,1613772000,4,881.2,59.01,75.4,0.0,10.97,32.12,36.35,1.63
2062,1613775600,4,714.3,38.89,65.8,0.0,7.15,25.09,28.66,1.33
2063,1613779200,2,547.41,19.0,55.52,0.07,4.71,18.57,21.58,1.17
2064,1613782800,2,427.25,5.87,45.24,1.48,3.61,14.66,17.19,0.98
2065,1613786400,2,360.49,1.06,35.3,8.58,3.34,13.23,15.35,0.88
2066,1613790000,2,330.45,0.2,27.08,19.31,3.34,13.16,14.94,0.9
2067,1613793600,2,317.1,0.07,22.96,27.54,3.43,13.4,14.98,0.98
2068,1613797200,2,327.11,0.09,24.33,27.54,3.7,13.76,15.26,0.97
2069,1613800800,2,377.18,0.52,34.62,18.6,5.31,15.6,17.19,1.05
2070,1613804400,2,440.6,2.21,45.93,8.85,7.03,17.45,19.2,1.22
2071,1613808000,2,460.63,6.2,47.3,8.4,8.35,17.77,19.68,1.36
2072,1613811600,2,447.27,9.72,39.76,14.13,9.42,17.16,19.19,1.68
2073,1613815200,2,403.88,11.74,27.76,24.32,9.54,16.26,18.29,2.15
2074,1613818800,2,367.17,10.17,22.62,29.33,9.06,15.82,17.81,2.76
2075,1613822400,2,343.8,8.61,20.22,33.62,8.7,15.39,17.33,3.42
2076,1613826000,2,330.45,7.04,19.36,36.84,8.23,13.75,15.44,3.52
2077,1613829600,2,330.45,5.92,20.91,36.48,8.11,12.77,14.42,3.58
2078,1613833200,2,337.12,4.19,24.33,32.19,7.99,12.12,13.84,3.77
2079,1613836800,2,353.81,2.85,30.16,24.68,7.87,12.49,14.32,3.74
2080,1613840400,2,383.85,0.92,39.41,12.88,7.99,14.23,16.21,3.29
2081,1613844000,2,417.23,2.12,44.55,6.35,8.35,16.35,18.52,2.57
2082,1613847600,2,447.27,3.33,47.3,3.89,8.58,18.5,20.79,1.98
2083,1613851200,2,447.27,2.82,47.3,4.56,8.46,19.25,21.61,1.68
2084,1613854800,2,440.6,2.07,45.93,6.26,8.11,19.4,21.73,1.52
2085,1613858400,2,417.23,1.05,42.16,9.84,7.09,19.14,21.39,1.36
2086,1613862000,2,377.18,0.22,33.59,17.35,5.31,18.74,20.89,1.14
2087,1613865600,3,367.17,0.1,28.79,20.74,4.53,20.23,22.52,1.0
2088,1613869200,3,377.18,0.1,28.45,19.85,4.41,22.43,24.94,0.94
2089,1613872800,3,377.18,0.1,28.1,19.13,4.29,22.72,25.25,0.92
2090,1613876400,3,360.49,0.08,25.36,21.28,4.11,21.03,23.33,0.92
2091,1613880000,2,347.14,0.06,22.62,23.6,4.11,19.5,21.59,0.93
2092,1613883600,2,350.48,0.09,22.96,23.6,4.47,19.97,21.91,0.97
2093,1613887200,3,387.19,0.43,30.16,17.35,5.84,22.65,24.6,1.11
2094,1613890800,4,433.92,1.79,37.36,10.46,7.21,25.16,27.18,1.27
2095,1613894400,4,453.95,8.27,33.59,14.66,8.35,25.79,27.85,1.58
2096,1613898000,3,447.27,12.41,28.1,21.99,9.3,24.76,26.84,2.22
2097,1613901600,3,407.22,10.73,22.96,31.83,9.18,21.4,23.3,3.04
2098,1613905200,2,383.85,9.39,20.39,37.91,9.06,19.29,21.08,3.77
2099,1613908800,2,363.83,7.94,19.19,43.63,8.94,17.74,19.44,4.12
2100,1613912400,2,360.49,7.38,20.56,46.49,9.18,17.01,18.7,4.24
2101,1613916000,2,377.18,8.05,24.33,41.13,9.89,17.81,19.65,4.69
2102,1613919600,2,390.53,6.71,28.45,33.62,9.42,18.51,20.47,5.26
2103,1613923200,2,410.56,3.97,35.3,21.82,8.94,19.91,21.99,5.32
2104,1613926800,3,447.27,1.61,44.55,8.94,8.82,22.53,24.71,4.37
2105,1613930400,4,480.65,3.58,48.67,3.71,9.06,25.43,27.77,2.95
2106,1613934000,4,507.36,5.92,49.35,1.65,9.06,27.6,30.1,1.96
2107,1613937600,4,514.03,7.26,46.61,0.95,8.7,28.24,30.91,1.57
2108,1613941200,4,514.03,8.94,43.87,0.51,8.23,27.89,30.64,1.33
2109,1613944800,4,507.36,9.39,41.47,0.32,7.27,27.09,29.85,1.16
2110,1613948400,4,480.65,6.37,39.41,0.52,5.25,26.49,29.18,0.98
2111,1613952000,4,473.98,4.64,38.39,0.89,4.53,27.53,30.24,0.93
2112,1613955600,4,480.65,4.3,38.73,1.01,4.65,30.19,32.98,0.9
2113,1613959200,4,487.33,3.35,39.07,1.61,4.71,33.12,35.96,0.91
2114,1613962800,4,480.65,2.04,36.67,3.35,4.83,35.83,38.67,0.91
2115,1613966400,4,460.63,1.1,32.56,6.26,5.07,36.06,38.83,0.94
2116,1613970000,4,447.27,1.17,30.16,7.06,5.48,33.36,35.98,0.98
2117,1613973600,4,467.3,4.08,33.24,3.31,7.39,30.73,33.33,1.16
2118,1613977200,4,500.68,9.95,36.33,1.43,9.42,28.75,31.38,1.33
2119,1613980800,4,514.03,18.77,32.22,7.42,11.33,27.84,30.56,1.43
2120,1613984400,4,514.03,23.92,28.1,13.41,13.23,28.02,30.83,1.57
2121,1613988000,4,494.0,21.68,26.05,20.21,14.54,28.17,30.97,1.74
2122,1613991600,4,460.63,17.66,24.68,26.82,15.02,28.37,31.17,2.01
2123,1613995200,4,440.6,13.97,24.68,34.33,15.26,28.99,31.68,2.22
2124,1613998800,4,440.6,12.52,27.42,38.27,15.97,30.1,32.81,2.44
2125,1614002400,4,467.3,13.97,31.53,32.54,16.69,32.13,34.98,2.91
2126,1614006000,4,494.0,13.41,38.04,23.96,16.69,33.47,36.43,3.39
2127,1614009600,4,574.11,20.12,50.04,8.14,16.21,37.35,40.62,3.83
2128,1614013200,4,754.36,47.39,58.26,0.14,15.97,45.19,49.04,3.39
2129,1614016800,5,947.95,83.15,58.95,0.0,16.45,54.23,58.77,2.53
2130,1614020400,5,1108.17,109.08,56.89,0.0,16.45,60.72,65.97,2.31
2131,1614024000,5,1188.28,119.81,54.15,0.0,16.21,63.67,69.38,2.41
2132,1614027600,5,1201.63,118.02,54.84,0.0,16.45,64.42,70.39,2.53
2133,1614031200,5,1148.22,102.82,59.63,0.0,14.66,60.43,66.25,2.41
2134,1614034800,5,974.66,75.1,61.01,0.0,9.18,50.87,56.09,1.74
2135,1614038400,4,807.76,53.2,56.21,0.0,6.26,42.42,47.13,1.35
2136,1614042000,4,694.28,39.34,49.35,0.0,5.19,36.31,40.62,1.11
2137,1614045600,4,600.82,28.16,42.84,0.0,4.95,32.16,35.82,0.96
2138,1614049200,4,514.03,16.54,38.73,0.04,4.77,29.37,32.19,0.97
2139,1614052800,4,427.25,5.09,37.01,2.21,4.53,26.11,28.72,1.19
2140,1614056400,3,407.22,2.1,37.01,5.99,5.25,24.62,28.46,1.27
2141,1614060000,4,500.68,10.17,47.98,1.43,8.82,28.1,33.46,1.46
2142,1614063600,4,654.22,29.95,58.95,0.32,12.88,33.99,41.03,1.74
2143,1614067200,4,741.01,44.7,61.69,3.4,15.5,37.81,47.16,2.25
2144,1614070800,4,734.33,46.94,55.52,6.62,16.93,39.51,51.75,2.98
2145,1614074400,4,640.87,34.42,47.98,12.16,16.93,38.29,52.69,3.67
2146,1614078000,4,574.11,27.27,42.84,19.13,16.93,37.46,52.1,4.24
2147,1614081600,4,514.03,21.01,38.73,27.9,16.69,35.85,50.02,4.56
2148,1614085200,4,453.95,13.52,34.96,38.27,16.21,33.24,46.5,4.62
2149,1614088800,4,440.6,10.84,34.96,36.84,14.9,32.88,44.9,5.07
2150,1614092400,4,423.91,6.99,36.67,33.62,13.23,31.63,41.58,5.26
2151,1614096000,4,427.25,3.1,43.87,24.68,11.92,30.44,38.29,5.19
2152,1614099600,4,467.3,1.41,54.84,11.0,11.33,30.4,36.76,4.5
2153,1614103200,4,500.68,4.08,58.26,3.8,11.33,30.9,36.24,3.26
2154,1614106800,4,534.06,7.94,58.26,1.14,11.44,30.34,34.86,2.22
2155,1614110400,4,534.06,9.05,56.21,0.71,11.09,28.92,32.83,1.77
2156,1614114000,4,520.71,8.16,52.78,0.89,10.49,28.43,31.98,1.57
2157,1614117600,4,480.65,4.86,48.67,2.33,9.06,28.04,31.31,1.41
2158,1614121200,4,417.23,0.95,38.73,9.57,6.38,25.99,28.88,1.19
2159,1614124800,3,370.5,0.18,28.79,18.42,4.89,24.19,26.81,1.03
2160,1614128400,3,357.15,0.1,24.68,21.99,4.47,23.21,25.7,0.97
2161,1614132000,3,353.81,0.1,23.65,22.35,4.35,22.84,25.34,0.93
2162,1614135600,3,357.15,0.12,23.65,20.74,4.47,23.07,25.7,0.92
2163,1614139200,3,360.49,0.17,24.33,18.6,4.65,23.68,26.46,0.92
2164,1614142800,4,370.5,0.36,27.42,15.02,5.25,25.32,28.26,0.94
2165,1614146400,4,427.25,2.71,37.7,5.99,7.87,28.7,31.88,1.11
2166,1614150000,4,500.68,11.29,44.55,2.26,10.85,31.57,35.07,1.38
2167,1614153600,4,527.38,20.56,40.1,9.92,12.64,30.99,34.84,1.84
2168,1614157200,4,487.33,20.34,32.56,18.42,12.99,27.7,31.84,2.38
2169,1614160800,3,400.54,12.41,23.99,30.4,11.56,22.51,26.66,2.91
2170,1614164400,3,367.17,10.06,20.91,37.19,11.44,20.38,24.72,3.45
2171,1614168000,2,350.48,8.49,20.22,42.56,11.56,18.9,23.31,3.86
2172,1614171600,2,337.12,6.65,20.05,49.35,11.09,17.53,21.75,3.83
2173,1614175200,2,347.14,6.43,23.65,48.64,11.68,18.79,23.29,4.05
2174,1614178800,3,363.83,5.25,29.82,44.35,12.16,20.64,25.55,4.43
2175,1614182400,3,377.18,2.43,38.04,37.19,11.92,21.16,26.06,4.69
2176,1614186000,3,383.85,0.16,43.18,31.83,11.09,20.12,24.66,4.37
2177,1614189600,2,383.85,0.06,41.47,32.54,10.13,19.39,23.61,3.61
2178,1614193200,3,397.21,0.11,41.81,28.97,9.89,21.07,25.4,2.76
2179,1614196800,3,413.9,0.2,43.53,23.96,9.78,22.75,27.28,2.12
2180,1614200400,3,417.23,0.25,42.5,22.35,9.18,22.62,27.38,1.69
2181,1614204000,3,403.88,0.18,39.07,23.96,8.11,21.77,27.0,1.41
2182,1614207600,3,370.5,0.06,31.53,28.97,6.02,20.42,26.26,1.14
2183,1614211200,3,343.8,0.04,26.39,31.11,4.89,20.01,27.04,1.0
2184,1614214800,3,337.12,0.05,25.02,28.97,4.65,20.75,29.92,0.92
2185,1614218400,3,343.8,0.09,26.05,24.32,4.71,22.02,34.38,0.88
2186,1614222000,3,353.81,0.17,27.76,19.49,4.89,24.04,39.39,0.89
2187,1614225600,4,367.17,0.29,30.16,15.38,5.13,26.59,44.26,0.91
2188,1614229200,4,387.19,0.63,33.59,11.62,5.78,29.52,47.99,0.93
2189,1614232800,4,447.27,4.41,42.84,3.58,8.35,33.54,51.3,1.12
2190,1614236400,4,534.06,15.65,48.67,0.77,11.33,38.09,54.08,1.39
2191,1614240000,4,580.79,25.48,45.24,5.72,13.35,41.34,56.3,1.71
2192,1614243600,4,554.09,27.49,37.7,12.88,14.42,42.27,58.62,2.28
2193,1614247200,4,460.63,17.88,28.79,23.25,13.23,38.73,59.57,2.98
2194,1614250800,4,400.54,11.62,23.31,34.33,11.8,35.38,59.1,3.77
2195,1614254400,4,357.15,7.71,19.88,44.35,10.49,33.16,57.08,4.37
2196,1614258000,4,323.77,4.58,16.45,57.22,9.06,31.21,54.45,4.24
2197,1614261600,4,327.11,4.02,18.34,58.65,9.42,31.46,53.82,4.37
2198,1614265200,4,340.46,3.35,23.31,53.64,10.01,31.99,53.8,4.88
2199,1614268800,4,363.83,1.87,32.9,40.77,10.25,32.46,53.55,5.45
2200,1614272400,4,393.87,0.27,43.18,26.46,10.01,32.6,52.55,5.64
2201,1614276000,4,407.22,0.32,45.93,20.56,9.78,31.05,49.05,5.19
2202,1614279600,4,417.23,0.58,46.61,16.81,9.66,29.27,45.28,4.18
2203,1614283200,4,423.91,1.05,46.61,11.98,9.42,29.27,43.83,3.14
2204,1614286800,4,427.25,1.77,45.24,8.4,8.94,30.27,43.65,2.28
2205,1614290400,4,413.9,1.79,42.84,7.51,7.87,30.63,42.66,1.69
2206,1614294000,4,363.83,0.48,33.59,13.95,5.54,28.9,39.56,1.33
2207,1614297600,4,323.77,0.15,25.02,20.74,4.29,28.0,37.63,1.16
2208,1614301200,4,310.42,0.1,20.91,23.25,3.7,28.19,36.38,1.16
2209,1614304800,4,300.41,0.08,18.17,24.32,3.13,27.8,33.84,1.19
2210,1614308400,4,290.39,0.07,15.94,24.32,2.83,26.02,29.67,1.09
2211,1614312000,3,280.38,0.06,14.22,25.75,2.59,21.24,23.0,0.97
2212,1614315600,2,280.38,0.08,15.08,26.46,2.8,15.57,16.61,0.95
2213,1614319200,2,300.41,0.27,21.94,22.71,4.29,11.71,12.73,1.11
2214,1614322800,1,327.11,0.62,29.13,18.42,5.9,9.43,10.62,1.2
2215,1614326400,1,327.11,0.96,30.16,23.6,6.62,7.27,8.54,1.16
2216,1614330000,1,300.41,1.29,23.31,37.55,6.14,5.29,6.43,1.14
2217,1614333600,1,260.35,1.3,14.05,52.93,4.65,4.59,5.77,1.33
2218,1614337200,1,253.68,1.27,12.51,52.93,4.35,5.82,7.8,1.68
2219,1614340800,1,250.34,1.3,12.68,50.07,4.35,7.26,9.97,2.09
2220,1614344400,1,247.0,0.96,12.51,52.21,4.11,6.43,9.41,2.44
2221,1614348000,1,243.66,0.98,11.82,55.79,3.99,4.69,7.58,2.76
2222,1614351600,1,243.66,0.87,12.34,55.79,3.93,3.65,6.44,3.1
2223,1614355200,1,250.34,0.43,14.05,54.36,3.82,3.23,5.82,3.29
2224,1614358800,1,257.02,0.03,15.77,52.93,3.93,3.15,5.55,3.52
2225,1614362400,1,263.69,0.01,16.62,52.93,4.17,3.21,5.55,3.67
2226,1614366000,1,267.03,0.01,16.28,53.64,4.17,3.11,5.4,3.58
2227,1614369600,1,260.35,0.0,14.4,56.51,3.79,2.92,5.17,3.36
2228,1614373200,1,253.68,0.0,13.2,60.08,3.43,3.09,5.35,3.07
2229,1614376800,1,247.0,0.0,11.48,64.37,2.98,3.42,5.83,2.6
2230,1614380400,1,236.99,0.0,8.74,68.67,2.3,3.72,6.29,2.09
2231,1614384000,1,233.65,0.0,6.94,69.38,1.77,4.17,6.91,1.68
2232,1614387600,1,230.31,0.0,6.17,68.67,1.57,4.62,7.5,1.43
2233,1614391200,1,230.31,0.0,5.66,67.95,1.49,4.76,7.8,1.36
2234,1614394800,1,230.31,0.0,5.18,67.95,1.46,4.78,7.92,1.38
2235,1614398400,1,226.97,0.0,4.71,68.67,1.42,4.64,7.7,1.36
2236,1614402000,1,230.31,0.0,4.93,68.67,1.55,4.53,7.42,1.35
2237,1614405600,1,236.99,0.0,6.94,66.52,2.03,4.64,7.36,1.39
2238,1614409200,1,243.66,0.01,8.82,64.37,2.41,4.58,7.12,1.41
2239,1614412800,1,243.66,0.05,8.82,64.37,2.5,4.18,6.51,1.46
2240,1614416400,1,240.33,0.17,7.97,65.8,2.44,3.72,5.86,1.54
2241,1614420000,1,236.99,0.41,6.94,67.95,2.44,3.14,5.06,1.66
2242,1614423600,1,233.65,0.62,6.17,69.38,2.44,2.69,4.44,1.85
2243,1614427200,1,230.31,0.71,5.66,70.1,2.38,2.49,4.17,2.12
2244,1614430800,1,230.31,0.62,5.66,69.38,2.35,2.3,3.87,2.34
2245,1614434400,1,230.31,0.5,6.17,69.38,2.47,2.22,3.67,2.5
2246,1614438000,1,233.65,0.35,7.2,67.95,2.65,2.18,3.58,2.66
2247,1614441600,1,243.66,0.24,11.31,61.51,3.28,2.5,3.99,3.01
2248,1614445200,1,263.69,0.04,16.97,52.21,3.87,3.09,4.79,3.36
2249,1614448800,1,280.38,0.02,20.91,45.06,4.35,3.67,5.56,3.26
2250,1614452400,1,297.07,0.05,25.02,38.62,4.89,4.32,6.41,2.76
2251,1614456000,1,307.08,0.08,26.73,34.33,4.95,4.75,7.06,2.09
2252,1614459600,1,310.42,0.1,27.08,31.83,4.77,5.08,7.6,1.71
